age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
28,0,175.0,76.77,21.262164,80,128,45.35,11.08,47,217,4
62,0,168.3,66.52,21.531942,81,133,36.59,6.28,34,190,3
23,0,167.3,75.29,24.816507,77,125,36.57,6.11,23,190,4
25,0,172.4,74.15,12.665562,78,121,41.12,14.78,52,217,2
23,0,170.1,66.92,21.411042,73,121,37.56,18.25,44,184,2
29,0,174.4,78.12,20.907606,94,154,50.35,17.68,53,214,1
21,1,161.3,45.1,24.899899,65,102,22.86,23.72,33,180,2
28,0,180.7,80.25,21.457916,91,155,53.49,16.07,45,246,3
52,0,171.4,88.08,29.450391,92,158,37.57,1.53,24,168,4
63,1,155.6,50.21,37.506373,69,120,20.75,19.44,16,124,3
27,0,175.2,92.95,26.208458,95,158,47.44,15.75,53,218,3
21,1,162.0,53.64,27.590722,71,122,26.34,22.31,27,166,3
27,1,165.1,63.06,21.85838,78,121,31.85,20.88,39,197,2
21,1,160.8,58.64,31.885018,66,109,25.58,17.84,22,158,4
25,0,175.1,78.15,16.337192,88,139,57.1,19.38,55,226,2
32,0,172.4,76.23,18.716061,97,155,49.02,18.07,50,214,1
23,0,175.5,66.73,12.698393,79,133,43.28,19.37,53,241,1
56,0,170.0,73.05,21.548905,76,120,34.93,6.23,31,186,4
60,0,168.6,65.92,16.164276,78,132,39.84,15.96,38,188,2
23,0,176.2,78.69,20.657167,77,128,44.23,4.74,43,220,4
25,0,170.3,58.54,14.18133,65,118,42.44,18.57,57,225,2
26,0,170.2,64.91,16.00911,72,109,41.06,8.98,45,201,3
58,0,169.9,73.67,27.769808,92,148,41.56,10.44,30,159,4
23,1,166.0,57.46,25.103305,61,120,30.01,24.08,51,193,1
24,0,182.3,93.31,20.058553,80,142,50.01,8.05,43,211,4
60,0,168.5,64.21,20.442415,81,131,37.09,11.85,40,182,3
26,0,166.8,57.84,14.486128,81,123,34.55,24.54,54,211,1
27,0,174.3,71.15,14.935227,77,124,48.93,17.58,62,224,2
26,0,184.5,77.2,11.650228,87,139,55.92,19.37,58,240,1
50,1,153.9,51.92,30.555595,68,116,21.44,21.84,24,131,3
23,0,180.5,82.78,19.304088,71,121,46.79,5.09,40,208,4
27,0,180.8,85.31,15.820206,87,141,54.14,18.28,52,231,1
22,0,179.1,74.95,12.179544,64,120,52.23,23.45,57,230,1
58,0,165.0,56.14,23.720177,77,132,35.85,17.13,33,179,3
64,1,152.6,46.57,29.802694,72,121,24.61,21.08,22,120,1
26,0,175.0,80.23,23.065476,86,143,44.86,11.12,48,213,3
27,0,173.6,72.38,13.128332,64,117,47.35,18.76,60,247,1
40,0,172.5,74.48,9.472737,92,157,53.24,18.71,54,248,1
22,1,161.2,54.4,33.042066,67,121,24.21,23.57,21,154,3
22,0,173.6,70.96,14.43696,57,106,41.03,8.87,48,225,3
26,0,185.6,80.66,17.409798,85,144,52.54,18.01,50,228,2
59,0,165.9,70.3,23.5187,77,126,38.1,14.98,46,189,2
24,0,170.9,75.5,21.010351,92,156,42.82,19.07,57,202,2
26,0,170.4,69.77,13.498067,62,106,42.61,19.99,54,217,1
61,0,169.0,65.56,18.877692,78,122,35.39,14.06,44,191,2
27,0,174.9,78.15,18.597007,79,140,46.09,15.11,48,226,3
27,0,174.2,69.15,19.618866,81,133,46.57,11.18,43,217,3
27,1,158.9,56.54,23.907489,68,117,30.28,27.76,38,174,1
21,0,177.0,59.41,14.709603,72,121,43.69,11.4,53,228,3
21,1,162.3,57.17,26.007359,65,117,24.16,23.22,37,162,2
28,0,180.0,87.77,22.661287,83,139,44.66,-6.01,47,220,4
26,0,175.6,76.31,19.340256,83,138,41.89,6.95,43,209,3
27,1,160.6,56.87,31.809245,69,113,27.96,21.24,26,150,2
23,0,172.5,75.07,12.403666,78,127,54.81,21.24,54,254,1
24,1,167.0,71.24,22.439755,87,137,33.21,20.64,48,179,1
61,0,164.1,56.49,24.169387,84,126,29.44,13.23,30,164,3
29,1,164.2,50.41,24.628516,76,125,28.73,30.3,44,175,1
26,1,164.2,53.88,26.469578,90,147,25.44,19.17,31,170,2
23,0,181.4,73.49,17.194085,70,117,44.89,19.49,46,226,2
23,1,162.4,64.25,34.657248,66,112,21.81,-2.36,12,146,4
23,0,167.5,66.5,21.137809,78,121,33.79,14.62,48,194,2
61,0,169.8,80.92,31.569333,97,146,30.52,7.65,19,167,4
39,0,178.9,93.33,34.814708,85,133,38.07,-6.33,14,178,4
62,0,169.0,65.1,22.759928,89,145,39.34,11.7,38,192,3
61,0,169.5,66.67,19.984158,79,132,39.59,15.63,50,211,2
23,0,176.7,68.91,20.378024,68,105,41.56,-6.86,49,200,4
60,1,154.9,61.41,36.916808,89,152,31.25,20.36,23,128,3
28,1,166.2,59.93,22.934245,77,119,30.69,22.24,45,180,1
60,1,153.8,58.2,25.925937,83,133,22.56,22.08,13,124,2
59,1,162.3,55.47,31.403255,88,145,23.27,19.31,19,148,3
21,0,181.6,80.94,18.64737,76,121,47.99,6.96,59,234,4
25,1,160.8,55.31,36.476943,80,121,25.82,19.7,25,153,3
25,0,175.1,69.48,21.494782,66,119,42.58,15.75,54,212,2
26,0,175.5,71.89,15.937664,82,131,45.03,18.72,54,235,2
21,0,179.2,79.16,14.647671,73,116,44.76,15.53,58,245,3
64,0,162.6,66.8,23.378893,90,144,36.71,16.54,37,178,2
23,0,181.4,90.29,21.337791,87,143,47.58,15.73,53,223,3
60,1,158.6,62.18,30.268136,89,145,27.82,15.54,6,119,4
28,0,185.1,95.44,29.064465,89,147,55.24,11.04,51,219,4
23,1,160.4,48.76,33.797235,76,116,24.39,14.0,23,155,4
46,0,171.6,78.12,23.298625,90,144,39.06,8.71,35,198,4
24,0,174.6,69.83,13.951922,80,128,46.06,19.19,56,231,1
22,1,161.4,53.79,26.680294,60,103,25.58,19.62,37,160,3
22,0,181.6,82.23,22.173742,83,128,46.55,12.6,50,228,3
23,0,170.7,75.76,24.824377,78,123,36.92,-8.31,24,167,4
52,0,170.1,77.92,29.59189,99,155,41.99,7.38,27,189,4
60,0,168.6,67.38,13.224599,82,134,42.08,17.19,50,216,1
27,1,160.2,57.31,30.841274,69,115,26.47,19.77,35,159,2
22,0,171.5,62.36,15.553322,64,114,40.12,11.61,47,224,2
24,0,174.4,72.14,10.063595,65,112,47.08,22.63,65,240,1
24,0,174.3,76.9,12.654823,78,124,50.84,15.8,46,222,1
22,1,160.6,58.51,30.306458,68,116,23.77,18.84,30,147,3
22,1,164.1,65.95,30.744216,78,131,28.03,16.15,34,159,3
59,0,172.2,83.46,29.725612,96,159,46.25,10.36,34,200,4
43,0,180.6,93.82,27.585533,98,159,48.77,-4.3,38,209,4
31,0,162.3,58.2,19.593062,79,122,38.47,22.82,50,183,1
22,0,166.6,67.5,26.145458,79,119,32.65,-0.51,21,163,4
21,0,171.3,65.32,20.248678,81,122,39.95,2.2,46,216,4
23,0,182.7,78.97,14.959275,76,130,47.92,13.4,45,225,3
26,0,176.3,86.36,26.955166,65,116,38.59,-2.45,37,200,4
27,0,172.9,73.63,21.242664,89,152,44.9,13.62,44,209,3
63,0,168.1,71.38,24.655569,93,150,40.02,12.02,34,177,3
23,0,169.7,74.57,20.454701,81,120,39.94,-2.75,35,198,4
29,0,178.5,81.07,20.496916,82,127,43.29,2.72,40,202,4
27,0,174.1,76.27,22.11213,86,144,43.89,14.0,53,220,2
22,1,164.9,56.86,21.502842,63,110,27.35,23.52,49,189,2
62,1,157.1,45.1,28.837535,75,135,23.27,23.1,24,134,2
21,1,166.3,58.95,22.918223,67,115,33.18,24.2,51,194,2
23,0,180.0,83.72,24.168285,93,155,43.51,10.53,45,235,3
61,0,167.8,66.23,25.487948,80,127,28.34,11.71,19,182,4
60,0,163.6,66.03,33.344767,98,158,32.32,14.6,32,131,3
29,0,168.2,68.63,16.835511,77,127,41.53,15.09,38,196,2
44,1,157.2,62.81,39.634553,79,119,27.69,11.85,21,125,4
26,1,164.1,51.4,24.89186,64,111,26.63,23.54,45,183,2
25,0,182.8,82.31,18.152213,80,131,46.6,13.22,51,228,3
26,0,174.6,72.71,16.983,92,147,45.51,17.52,43,225,2
26,0,179.6,75.47,14.6279,72,131,54.27,25.45,62,240,1
25,0,165.9,66.07,19.992707,77,120,34.48,21.34,51,195,2
23,1,162.4,60.35,24.704565,61,102,24.93,14.37,38,163,4
27,0,180.0,97.02,22.919955,92,141,45.29,-6.82,51,220,4
61,0,168.4,64.28,21.241393,78,145,40.23,11.69,34,192,3
26,0,167.3,68.21,13.597629,71,113,45.41,17.64,56,220,1
59,1,152.3,51.3,30.789379,85,132,23.11,22.2,17,158,2
59,1,155.4,59.27,37.086087,97,157,25.95,20.34,19,129,3
26,1,163.5,55.01,24.954215,79,132,28.1,21.41,39,171,2
59,0,170.7,72.42,21.724892,89,145,43.86,13.63,45,206,2
26,0,177.0,70.52,22.156914,81,139,43.38,16.06,56,208,2
23,0,175.9,76.45,22.169613,79,130,43.59,11.7,42,221,3
25,0,172.9,75.19,20.35933,83,142,47.81,8.13,55,208,3
56,0,171.5,60.76,23.133585,81,125,37.12,0.82,25,188,4
21,1,163.4,57.97,23.053087,74,120,34.81,26.0,55,192,1
25,0,177.2,80.29,22.910704,84,146,45.33,12.23,44,216,3
21,0,181.6,83.47,14.78856,75,126,46.65,3.81,53,238,4
60,0,166.2,63.39,21.48235,80,128,30.38,20.54,38,185,2
25,0,180.6,89.44,23.874874,93,150,54.59,11.59,47,223,4
59,0,175.2,80.69,25.858065,96,155,47.46,6.56,35,197,4
42,0,168.5,65.44,10.420071,82,124,47.13,23.59,56,218,1
60,1,154.2,57.54,29.645114,94,153,25.62,20.85,23,156,2
28,0,175.1,86.72,23.388105,96,149,48.55,13.64,45,203,3
29,0,174.9,80.6,20.35855,91,148,42.32,12.83,44,212,2
63,0,167.9,64.12,22.527719,93,156,40.0,8.72,27,164,3
23,0,176.0,72.92,19.490729,74,124,44.02,13.56,40,224,3
61,0,159.5,52.69,32.084003,96,153,34.45,15.4,21,144,3
21,1,163.8,51.86,28.295314,72,125,28.69,22.04,33,169,3
27,1,160.1,51.77,29.755027,87,138,26.79,21.05,26,169,3
21,1,164.0,53.63,28.489259,77,111,26.39,11.86,40,149,4
24,1,166.7,56.05,14.546069,68,115,36.03,28.2,52,216,1
27,0,169.1,66.73,23.258467,82,134,38.61,12.61,40,194,3
58,0,171.2,65.14,18.663672,79,126,43.64,14.7,54,207,2
25,1,165.6,61.64,24.402908,84,129,35.98,20.66,39,183,2
23,0,167.4,65.24,14.968152,76,118,39.4,19.88,54,214,1
22,0,171.6,66.89,12.740341,61,109,44.04,10.5,53,227,3
23,0,169.7,72.47,30.710032,69,115,32.78,-6.5,17,170,4
60,1,150.9,51.59,38.549584,80,129,22.9,21.01,3,114,3
25,0,175.5,70.3,18.268169,76,129,44.95,14.65,50,236,3
58,1,157.8,58.64,28.194451,78,120,25.85,12.45,29,118,4
24,0,179.9,86.32,18.223795,84,140,52.13,15.1,50,224,3
48,0,171.0,81.28,18.616682,93,158,43.69,21.07,59,220,1
62,1,157.7,55.64,28.656274,80,129,20.34,21.15,17,112,2
25,1,164.4,58.55,25.824728,68,114,32.44,19.42,48,175,2
29,1,162.2,56.89,26.620934,92,130,28.51,20.79,33,150,2
41,0,173.8,79.26,27.193342,87,144,37.94,-4.62,24,181,4
56,0,170.5,66.24,18.3357,80,129,40.93,14.68,52,205,2
53,0,171.0,86.95,28.540496,83,133,36.66,4.87,25,181,4
22,1,164.9,61.44,25.337221,59,115,30.74,18.51,26,163,3
28,0,173.1,65.96,12.070135,75,131,49.13,21.23,61,227,1
23,1,154.5,53.18,34.313114,66,116,22.49,22.11,17,139,3
23,1,166.7,50.2,19.60915,80,129,33.38,22.03,47,186,1
27,0,172.6,69.47,17.457094,75,119,40.39,9.04,54,215,3
39,0,172.0,84.5,23.985147,90,143,45.51,12.54,24,205,4
54,1,154.4,56.9,32.337935,74,118,19.1,19.5,9,115,4
28,0,173.8,72.73,17.59509,86,134,41.1,13.57,53,216,3
61,0,166.5,68.97,19.341799,77,128,36.24,15.01,57,217,2
25,0,181.3,80.58,12.455001,76,134,51.21,19.15,49,227,1
61,0,169.2,63.42,19.444647,94,149,41.64,19.18,50,214,1
61,0,167.6,59.72,21.443995,93,148,39.57,14.9,33,186,3
22,1,163.8,50.43,30.699375,77,117,26.13,18.06,25,126,4
48,1,151.7,52.06,33.572541,69,102,20.88,14.05,10,141,4
21,1,168.7,58.29,20.289701,70,112,34.47,16.33,48,182,3
27,0,179.8,77.93,18.624028,75,127,52.11,14.07,46,222,3
29,0,173.5,70.06,21.038268,89,146,41.83,8.66,45,206,3
32,0,181.4,82.96,20.194921,90,145,52.72,18.31,49,228,1
21,0,172.9,63.03,16.268725,60,118,40.39,10.95,53,215,3
24,0,174.7,74.67,20.316121,80,130,39.72,9.44,46,220,3
23,0,172.2,65.31,15.158438,61,116,42.59,15.45,55,224,2
28,0,180.1,87.97,22.297377,92,150,46.35,13.99,42,209,3
56,0,167.4,64.51,20.913205,81,135,39.42,15.93,38,181,2
22,0,175.1,73.86,21.8987,69,120,39.5,6.76,42,207,4
24,0,167.1,67.62,13.742542,75,119,45.42,21.36,54,219,1
22,1,165.3,56.75,27.559425,73,122,25.64,25.2,43,170,2
52,1,164.4,45.24,29.161874,77,118,24.51,-3.03,22,124,4
26,1,164.0,55.94,23.806698,59,113,30.56,15.7,45,175,2
45,1,155.4,49.51,32.145447,69,107,19.57,21.07,23,158,3
29,0,181.1,77.19,18.68668,88,144,51.48,18.9,57,243,2
52,1,152.4,50.09,27.567982,68,103,22.84,21.94,31,138,2
22,0,173.8,66.97,14.285587,64,106,46.57,16.12,57,217,2
23,1,166.9,64.81,26.603131,78,134,32.8,23.63,40,186,2
22,1,164.7,55.83,24.607157,65,108,24.97,8.59,37,172,3
28,1,162.5,57.68,22.907409,79,120,29.18,18.51,45,176,2
59,0,166.2,67.62,17.595992,83,142,39.58,19.51,48,219,1
26,0,174.5,72.21,23.108075,82,132,46.38,8.38,45,203,4
60,0,167.3,62.4,30.95099,63,111,29.8,-8.33,25,158,4
21,1,169.0,50.74,20.479128,69,117,32.06,20.02,40,192,2
24,0,183.9,82.73,19.27041,77,134,49.21,15.71,53,221,3
23,0,180.8,84.39,25.832776,75,128,41.49,-6.8,41,224,4
57,1,160.2,58.75,32.449837,77,127,21.3,-3.49,19,137,4
24,0,168.4,67.46,14.993677,81,126,38.91,21.76,52,223,1
25,0,180.4,80.34,11.243664,84,132,50.61,19.39,52,248,1
27,0,169.6,68.06,10.674625,59,115,42.84,13.95,50,224,1
25,0,170.5,68.59,20.507612,83,126,37.79,11.89,44,209,3
28,1,159.2,54.14,33.236765,83,127,29.24,9.92,30,154,4
59,0,169.6,67.62,20.907662,80,132,35.78,13.36,39,191,3
59,1,165.4,59.78,22.951521,84,147,31.2,20.75,42,173,2
26,0,176.2,80.48,16.068643,91,142,49.65,18.09,55,243,2
22,0,180.6,87.45,22.239029,83,127,51.13,3.81,44,232,4
25,0,167.2,55.01,18.62657,76,122,38.87,21.09,53,204,1
21,1,166.9,53.89,19.908948,65,109,34.57,19.18,53,194,2
25,0,177.9,95.32,25.141521,90,140,51.11,4.86,46,226,4
34,0,168.7,67.26,24.867915,81,139,41.66,6.41,26,189,4
21,1,168.6,60.56,24.172519,72,123,31.41,22.33,42,189,2
21,0,168.9,58.47,21.811075,67,105,33.57,11.06,43,196,4
22,0,178.8,81.07,20.947214,85,148,44.3,11.41,49,217,3
26,0,169.8,62.46,18.727843,77,123,44.19,14.92,42,212,2
64,0,166.0,67.41,19.944938,82,142,40.49,17.14,51,212,1
60,0,168.9,72.21,34.704036,83,122,35.09,-9.33,8,171,4
22,1,160.8,51.44,30.771958,73,120,21.74,3.19,26,138,4
24,0,180.1,76.07,13.382072,77,127,54.6,19.41,49,242,2
25,0,171.3,73.17,21.417895,80,134,39.98,18.71,46,213,2
58,1,154.5,49.4,37.037272,70,121,23.44,20.49,22,142,3
26,0,171.2,69.26,16.538715,80,126,45.55,18.35,42,228,2
25,0,173.6,69.57,16.765258,81,121,42.29,18.07,51,214,1
24,1,162.7,55.35,24.057189,71,117,27.94,23.51,49,173,1
28,0,170.5,66.95,15.270592,77,124,40.66,16.47,53,235,1
60,1,160.4,62.22,34.650264,70,116,23.38,14.28,16,160,4
62,0,167.2,66.21,27.157873,89,138,33.66,5.24,21,166,4
46,0,177.9,81.9,28.636933,82,137,44.78,0.02,24,191,4
24,0,178.6,76.69,18.813707,87,140,43.69,16.13,53,219,2
22,1,163.1,52.15,23.756825,79,125,30.8,24.99,41,173,1
46,1,159.5,51.57,28.105278,82,123,28.42,27.87,39,150,1
62,0,167.2,65.12,22.692343,87,140,35.87,16.23,28,188,2
59,0,168.9,77.21,20.74157,88,141,38.18,11.38,28,188,3
28,0,171.1,85.83,24.765162,82,124,39.99,15.3,45,216,4
26,0,168.1,58.77,13.232028,63,113,42.2,21.66,51,226,1
28,0,174.5,81.07,15.345223,80,128,46.1,15.0,53,219,2
27,1,161.0,55.67,26.933708,77,121,28.2,19.31,34,159,3
25,0,171.1,69.24,13.257448,61,120,48.45,17.6,59,226,2
27,0,177.2,73.56,16.911711,91,151,53.05,16.75,60,240,1
28,0,170.0,67.0,18.235489,83,130,43.72,18.68,46,231,2
27,0,169.8,64.53,13.532922,83,128,44.96,21.78,52,227,1
26,0,176.0,82.0,21.776088,86,146,47.43,5.98,46,218,4
60,0,169.9,67.69,21.492423,89,145,39.95,10.02,31,178,3
24,0,170.7,77.07,14.687862,81,121,44.41,19.75,46,231,2
28,0,179.5,81.78,18.950643,92,147,50.51,15.37,54,223,3
22,0,173.2,76.41,19.057,83,119,40.48,13.09,46,211,3
60,0,168.4,67.43,21.226596,81,137,35.99,16.71,20,164,3
23,1,163.3,45.1,27.91245,70,116,24.4,21.61,33,145,3
25,0,173.5,66.91,18.567965,82,125,40.32,13.34,46,230,3
29,0,172.1,87.55,21.518375,82,142,47.75,12.19,47,210,3
25,0,181.8,82.44,24.591801,79,133,46.61,5.57,51,210,4
26,0,174.7,67.14,13.68022,65,116,47.72,20.94,55,248,1
24,1,162.3,49.33,24.306438,62,111,25.05,22.17,39,162,2
21,0,176.0,75.12,22.837884,85,134,41.69,7.78,48,213,4
22,1,162.0,52.67,30.662308,73,118,23.05,19.42,35,165,3
64,0,173.2,73.89,22.67589,97,154,43.16,13.85,32,201,2
57,1,150.4,47.85,27.387708,74,120,20.25,19.46,26,123,1
27,0,173.3,79.38,20.770129,87,143,46.57,16.98,54,219,1
61,0,169.0,75.62,30.887256,91,153,30.48,8.97,17,152,4
59,1,162.7,59.46,27.054139,92,150,26.17,21.94,28,143,1
27,0,177.7,95.42,29.272559,72,124,43.22,0.21,38,213,4
45,1,158.1,55.77,27.711986,74,125,26.67,23.97,34,158,1
22,0,167.8,65.2,22.051026,70,119,37.46,9.46,32,209,3
21,1,164.2,70.94,33.551813,78,117,26.79,4.1,38,139,4
22,1,164.1,53.05,25.351961,90,128,28.1,22.79,38,182,1
27,0,174.8,71.76,18.249986,80,129,44.59,14.3,53,219,2
21,1,168.4,61.77,20.514448,73,116,33.03,18.89,44,178,2
25,0,182.0,76.39,17.268274,78,128,47.4,15.1,51,213,2
25,0,174.6,75.51,24.632857,85,145,44.8,11.6,43,212,4
22,0,166.9,67.98,21.637178,77,123,34.98,7.03,46,200,3
23,0,178.8,81.51,22.360895,91,136,43.87,14.06,59,234,3
30,0,180.1,91.4,25.905504,95,159,51.59,14.99,47,240,2
24,0,170.1,80.66,28.998006,80,135,36.2,-4.47,26,179,4
23,0,172.0,70.12,19.891576,64,111,37.71,5.89,42,204,4
27,1,160.3,53.69,27.40563,75,125,26.02,17.64,32,168,2
21,0,169.8,57.61,13.517769,56,105,37.58,21.47,51,219,2
26,0,170.6,70.39,19.632643,81,138,43.37,12.14,44,205,3
28,0,183.2,76.58,14.488084,81,130,46.97,14.03,53,225,3
27,0,177.2,80.7,21.168618,82,150,48.69,13.22,57,221,3
25,0,178.9,77.98,19.889683,77,136,51.83,16.61,50,209,3
26,1,166.1,61.18,30.753122,98,141,32.65,26.18,33,168,1
38,1,161.7,55.0,28.568334,91,144,29.85,27.49,37,161,1
22,0,176.4,76.82,15.042327,63,116,43.68,5.48,54,230,4
27,1,168.0,66.15,18.874485,77,120,39.47,22.23,51,195,1
33,0,172.8,71.19,19.574595,99,152,46.31,15.3,48,239,1
28,0,173.2,74.3,21.534019,91,142,42.25,13.59,39,199,3
59,0,166.0,68.67,28.90793,83,147,37.79,12.16,33,178,3
48,1,162.7,64.32,36.518438,95,146,26.28,20.32,36,146,3
59,0,170.5,77.29,21.188695,84,137,40.96,10.58,31,193,3
31,0,180.0,91.6,20.702765,88,147,58.19,16.23,42,244,3
24,0,175.0,68.86,19.522358,84,143,48.39,13.73,47,223,3
24,0,175.7,70.34,18.009718,83,130,53.18,18.5,55,229,2
26,0,174.7,75.24,15.950457,77,125,50.55,15.13,50,243,2
61,0,170.8,67.94,26.093564,79,132,31.71,9.39,21,176,4
39,0,175.2,83.78,26.479073,94,146,41.83,13.02,44,214,3
29,1,161.4,50.02,26.552585,84,133,30.42,19.65,26,166,2
57,0,168.8,65.48,16.812249,82,125,36.6,16.33,51,207,2
27,0,177.4,74.07,21.661341,82,127,43.95,11.56,43,219,4
23,0,182.6,78.97,11.149323,71,112,54.17,19.35,55,239,1
60,0,168.3,70.18,24.166196,86,141,36.87,4.11,29,168,4
57,1,160.2,46.92,27.102619,72,126,29.62,18.14,27,147,1
59,0,166.4,64.85,25.85604,90,138,35.65,16.79,30,180,2
21,1,167.5,59.32,25.316545,74,115,31.81,16.88,29,178,3
25,0,176.9,74.19,17.638872,93,146,45.36,16.52,53,234,2
26,1,162.8,55.62,21.714979,85,124,30.71,28.33,46,189,1
58,1,166.6,64.27,19.779176,88,142,36.63,20.03,48,182,1
47,1,157.9,61.59,31.093464,87,136,23.97,18.78,25,136,3
58,1,163.6,48.91,31.378019,61,117,18.73,20.12,11,115,1
27,1,163.1,64.01,32.661228,91,133,31.49,12.81,29,145,4
26,1,162.4,54.09,27.818649,80,124,27.98,24.05,39,174,1
27,1,165.9,62.88,15.335989,64,108,33.65,22.64,51,210,1
64,1,163.2,47.16,24.514599,96,150,32.19,19.79,28,168,1
22,0,168.0,67.1,27.609875,79,125,36.11,-5.27,21,173,4
