age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
29,0,161.6,71.53,33.047926,74,117,27.89,-7.33,20,117,2
54,0,184.5,90.18,13.463015,82,130,55.83,21.19,58,254,3
26,0,160.9,59.02,26.954668,70,125,33.87,-2.34,32,126,2
36,1,172.4,68.54,25.787023,69,106,46.13,20.86,49,191,3
24,1,160.8,59.63,32.666829,61,103,28.25,14.74,22,157,4
51,0,181.0,82.9,19.946884,70,136,41.23,25.07,52,208,1
24,1,164.6,48.33,22.992785,79,139,20.75,23.11,27,161,3
62,0,163.0,50.6,19.502005,78,123,19.99,19.43,40,197,1
45,1,171.4,66.61,22.325053,95,138,40.02,23.15,50,191,1
62,0,166.7,71.16,30.573059,82,128,27.96,11.4,27,148,4
37,1,167.2,59.78,29.66407,86,119,31.78,18.68,17,139,3
41,0,171.3,84.06,25.404659,91,154,40.93,13.85,37,226,3
33,0,180.6,76.41,15.989948,92,142,40.21,-3.63,25,234,4
42,0,160.3,52.02,17.622245,64,102,35.36,19.3,50,224,3
21,1,172.3,65.56,24.303524,89,137,23.92,2.82,42,157,3
24,0,167.7,74.71,32.991565,89,130,31.8,4.7,40,187,1
39,0,179.3,59.2,11.514167,68,118,39.99,25.15,55,223,3
23,1,167.9,70.83,28.245948,74,130,29.06,14.22,19,174,3
33,0,183.3,93.15,16.961944,94,153,54.96,10.09,50,250,4
36,0,164.9,64.09,14.59455,59,107,35.67,15.57,53,231,1
40,0,175.9,67.93,12.223285,70,124,42.5,19.04,59,222,3
44,0,164.4,68.22,30.498746,81,134,32.98,11.72,34,182,3
50,1,178.1,79.57,27.418559,69,120,40.36,11.47,32,187,4
34,0,169.8,71.35,17.80645,81,130,40.28,7.83,41,227,2
46,0,163.0,65.2,27.299521,91,126,31.24,16.81,18,145,4
51,1,166.9,54.69,30.282284,90,128,21.66,19.72,31,128,3
33,0,178.0,71.06,13.336098,69,142,40.2,22.1,37,216,4
44,0,158.1,70.97,28.025238,89,155,31.53,11.45,21,142,4
42,0,178.8,89.17,21.492955,91,142,52.05,25.68,48,218,3
33,0,185.3,83.02,11.440486,74,129,49.56,15.41,48,246,2
26,1,158.5,57.82,25.679045,64,133,43.75,21.86,59,189,1
55,0,177.8,83.96,21.066009,85,154,47.92,-0.96,49,208,1
33,0,173.9,80.04,19.164423,79,135,46.25,5.92,59,209,2
29,0,167.4,76.81,24.851037,76,125,39.34,21.11,34,168,3
25,0,176.5,74.99,18.50704,78,129,46.0,10.72,44,229,2
38,1,172.8,70.31,17.369649,77,125,36.75,20.08,47,209,3
60,0,157.3,63.71,33.168763,86,125,34.29,12.77,30,173,3
40,1,161.3,75.09,31.689622,85,127,41.4,20.87,24,159,1
30,0,174.4,77.55,17.585559,73,146,48.23,6.44,52,250,4
27,0,177.8,77.67,14.831321,94,137,48.2,15.48,56,237,1
28,0,177.2,79.16,34.450142,93,122,33.97,8.31,31,185,4
35,0,173.6,77.57,16.416183,71,122,42.79,19.05,43,217,3
52,0,165.5,76.39,28.784453,87,143,49.88,16.91,46,208,2
45,0,164.8,72.04,25.049769,76,129,50.08,14.8,58,240,4
23,0,167.3,56.46,25.546353,63,111,35.16,16.04,26,201,1
26,0,152.5,63.2,34.121416,94,139,26.54,5.5,23,127,2
27,1,157.6,47.19,28.535849,62,117,23.26,21.52,30,153,1
41,0,176.4,74.94,19.408402,72,124,39.77,-3.18,31,203,2
41,1,161.0,47.52,20.115114,75,118,28.99,21.01,37,127,3
22,1,162.7,59.27,18.753534,63,117,43.64,14.66,53,196,1
40,0,175.1,77.5,24.606208,84,134,39.5,10.99,29,145,4
25,0,180.7,76.29,24.987513,80,138,45.6,16.72,61,227,1
33,1,170.6,65.25,25.18465,78,109,39.55,15.29,25,220,4
48,0,168.7,69.42,17.132678,96,149,47.93,26.09,62,247,3
51,0,166.3,75.84,26.472888,81,147,41.01,18.44,36,190,3
32,1,173.7,84.93,32.592051,59,99,30.58,3.88,44,162,4
32,0,170.5,63.53,22.17619,60,107,28.39,24.23,54,196,1
25,1,159.9,59.16,27.34696,69,123,29.69,15.59,31,175,4
47,0,157.3,59.4,29.916731,84,155,28.8,14.48,33,130,2
55,0,160.1,73.33,33.858645,90,134,31.9,22.4,35,149,2
55,0,161.6,54.15,12.397854,87,147,41.38,11.6,50,172,3
46,1,163.5,60.81,27.749244,95,152,27.91,18.32,43,217,4
21,0,158.5,56.58,28.136357,89,126,22.26,26.97,52,179,3
32,0,177.3,82.54,25.282376,80,143,42.9,18.87,50,177,2
35,1,155.5,58.96,35.180383,95,145,21.52,9.34,26,135,2
34,1,161.5,54.01,19.638933,69,118,35.81,17.17,41,174,2
52,1,156.2,60.52,34.364853,74,143,34.63,27.49,42,144,3
58,0,180.3,85.22,18.993991,91,123,52.65,15.47,52,244,3
21,1,168.8,60.65,22.559491,58,114,33.37,29.09,56,201,3
58,0,184.1,86.22,16.118401,97,158,48.21,5.33,38,225,4
48,1,171.5,61.95,20.887252,94,150,31.69,21.11,44,176,2
32,0,172.4,51.52,11.963375,94,152,34.19,17.61,60,235,3
34,1,162.3,65.79,31.948794,84,138,36.67,12.15,48,184,3
36,0,157.6,63.27,22.240756,83,117,37.23,20.12,27,197,3
57,0,173.4,67.97,23.58345,89,154,45.55,16.25,19,197,4
27,0,173.3,59.42,19.289068,89,155,39.88,24.57,49,197,1
61,0,165.2,61.84,19.811659,78,141,31.18,11.77,25,159,3
27,0,168.7,59.05,19.889015,70,107,39.42,13.66,57,229,2
48,1,166.2,71.34,28.414192,72,149,37.67,22.77,36,193,1
34,0,174.2,80.31,13.332008,99,157,47.79,11.53,60,234,3
62,0,178.6,69.09,13.747985,82,124,46.26,15.35,52,228,3
27,1,170.9,68.43,26.983973,63,111,45.34,13.22,59,187,3
59,0,174.9,84.35,17.306011,88,147,51.46,17.94,52,228,2
59,0,165.5,66.74,30.526823,75,119,27.84,10.48,20,158,4
32,0,164.4,57.0,14.907587,71,107,42.31,23.46,50,211,4
36,1,160.5,58.17,18.024673,81,142,23.49,22.97,35,212,3
27,1,164.3,57.36,27.214563,76,127,36.82,20.7,41,212,3
34,1,174.5,57.08,13.480207,72,110,43.59,26.69,53,233,3
42,0,164.3,56.85,16.339263,77,154,25.8,10.75,35,212,2
61,1,161.1,69.71,15.886212,82,153,39.7,23.29,48,163,4
34,1,164.1,51.33,21.494582,67,111,25.71,17.38,27,174,4
31,1,169.8,57.46,24.066752,77,132,27.51,21.49,46,185,3
33,0,174.2,63.37,16.712234,87,130,34.22,24.0,43,217,2
45,0,167.9,72.84,31.210375,67,105,34.18,9.96,17,179,4
52,0,166.4,50.98,11.711135,71,129,43.22,24.95,42,191,2
29,0,161.8,56.57,16.975559,71,129,30.56,13.45,44,188,2
32,0,176.1,79.38,12.561692,86,147,54.11,10.87,60,257,4
23,1,177.1,60.52,13.376728,74,106,33.64,15.56,59,233,2
28,1,174.0,73.93,20.28143,91,157,38.26,7.2,24,193,2
59,0,161.5,66.93,22.517841,76,140,33.67,27.23,37,184,1
45,1,174.7,67.15,31.112487,92,136,39.6,14.15,41,171,4
32,1,161.3,63.35,31.636103,80,145,29.61,27.43,42,190,3
49,0,173.7,65.74,26.801281,61,118,39.57,15.56,33,192,3
26,0,159.1,59.36,28.533456,80,148,24.36,26.82,48,160,2
42,0,159.5,59.44,20.270436,67,124,32.39,19.54,38,154,2
56,1,179.9,69.04,22.997405,75,112,32.24,0.55,41,206,1
25,1,165.7,57.23,21.250574,79,109,32.63,12.09,62,213,1
45,1,166.8,81.12,35.080658,83,142,42.88,15.68,26,166,2
27,0,182.6,78.86,17.172797,80,146,56.03,11.69,51,247,2
36,0,180.8,74.13,16.901116,66,110,50.83,15.91,57,215,2
33,1,166.2,76.12,27.58585,77,135,44.69,17.33,48,228,2
31,1,155.6,57.24,32.477278,85,135,24.39,16.21,43,161,1
63,0,176.1,75.44,13.97243,90,130,52.75,12.86,56,236,1
27,0,182.2,77.57,13.181173,65,138,48.01,4.0,56,241,1
42,1,160.7,74.48,30.517058,86,121,33.08,13.8,38,189,3
46,0,170.8,66.79,15.17602,87,152,47.52,12.46,51,207,2
52,0,177.5,73.23,19.220938,70,120,41.06,-9.66,49,189,1
38,1,165.5,69.48,26.568836,65,124,31.25,19.7,41,130,1
47,0,168.3,56.59,16.155321,77,124,42.77,18.83,58,217,3
28,0,173.8,74.02,27.263626,94,133,48.0,14.09,41,184,3
45,1,157.8,45.27,20.167447,75,109,20.1,28.08,47,173,3
56,1,165.3,60.01,26.438703,77,125,31.48,22.83,27,147,1
56,1,159.5,56.62,25.068182,71,135,22.39,19.3,29,179,3
44,0,157.4,54.07,29.481609,83,130,18.37,13.86,26,125,1
62,1,159.7,59.61,34.07115,84,116,25.37,19.48,9,108,4
38,0,168.8,67.54,18.592998,72,120,32.89,13.51,53,223,2
37,0,173.0,81.33,23.625308,96,157,53.75,5.9,53,215,1
52,0,183.1,76.91,10.417881,83,150,45.31,2.6,56,256,4
60,0,168.2,73.05,27.607746,94,151,37.94,8.56,36,166,2
34,1,154.7,54.86,28.351717,78,125,38.21,20.57,43,215,3
44,0,172.9,83.49,13.961539,90,117,56.22,15.77,59,243,3
39,0,181.8,87.08,15.319673,79,150,41.62,4.3,54,228,4
31,0,182.8,89.77,21.594156,94,131,57.12,16.56,49,228,1
30,1,164.1,75.81,25.332428,93,148,48.27,7.31,10,154,4
36,1,164.9,57.51,24.309358,71,127,31.01,11.45,26,178,1
48,0,171.7,81.29,19.040797,83,149,38.32,13.92,34,184,1
22,1,169.0,70.93,27.048503,79,121,37.27,13.6,21,163,3
58,0,170.7,73.55,13.469804,70,126,43.88,11.63,48,219,2
35,0,173.4,73.75,20.76591,77,129,48.58,24.09,37,222,3
46,0,177.9,76.91,9.914378,74,132,51.39,11.27,59,240,1
59,1,167.9,62.86,26.980569,84,142,29.92,15.34,41,154,2
37,1,170.1,58.4,24.542822,84,143,33.81,27.19,40,148,4
53,0,172.5,53.14,9.817525,85,128,30.3,26.4,62,214,3
32,0,152.8,47.22,25.703575,70,124,23.05,10.82,21,147,1
29,0,180.3,92.88,16.921229,94,156,49.36,10.78,48,228,2
57,1,169.9,60.11,16.71141,64,110,40.4,17.45,50,196,3
28,1,174.2,67.76,25.752506,74,146,37.29,14.67,29,156,3
33,0,175.0,74.07,23.949163,81,102,26.84,6.57,45,210,4
22,0,177.1,57.6,14.643533,69,136,35.36,16.83,38,236,3
33,1,164.5,61.94,15.307903,64,136,32.51,18.54,32,229,2
23,1,167.9,70.54,16.90597,88,143,45.51,10.7,56,221,2
40,1,170.3,62.56,24.753745,58,100,34.97,16.4,50,164,2
26,1,160.1,56.42,24.417632,84,116,25.24,21.9,40,195,3
21,0,162.9,63.92,28.417902,72,132,33.26,15.03,27,151,3
41,1,155.7,53.54,22.636456,88,144,21.04,22.5,24,156,2
56,1,166.9,60.41,27.198763,82,131,27.92,5.77,36,179,1
40,0,180.4,67.83,19.115804,80,128,37.96,1.58,40,215,1
45,0,175.0,82.26,24.127983,73,111,42.08,19.73,46,184,3
27,1,153.0,50.24,37.594109,81,116,21.97,24.31,24,149,1
40,0,172.3,65.38,12.484178,61,108,41.2,24.08,45,208,1
54,1,165.9,76.51,32.327885,87,151,35.71,6.79,31,143,2
46,0,163.5,53.68,19.522897,87,130,23.74,13.21,36,157,1
60,0,158.0,62.96,33.009224,82,145,30.28,-1.38,26,166,2
22,0,178.7,62.96,15.609559,78,113,45.02,17.7,54,228,1
36,0,164.1,60.78,19.755936,72,135,47.29,9.33,57,223,1
58,1,169.0,59.76,20.767336,61,114,23.53,10.08,44,212,3
23,1,171.2,65.43,24.543045,80,113,23.37,9.81,14,143,3
37,0,176.5,83.3,24.971489,96,144,48.83,11.31,54,200,2
45,0,162.5,61.85,27.05623,75,134,44.78,21.38,44,189,2
26,0,171.9,80.87,20.013966,79,134,47.59,2.89,33,202,2
26,0,177.3,76.92,18.927427,69,125,37.85,11.31,46,237,1
43,1,153.4,50.87,29.236044,68,121,31.14,16.85,30,149,1
64,0,178.2,70.5,16.014549,94,153,46.13,4.46,27,195,1
27,0,171.9,66.22,20.480285,87,122,37.6,22.0,61,234,3
33,0,170.5,70.1,21.769812,94,148,47.59,11.58,48,223,1
27,1,176.1,74.59,22.812645,60,110,30.68,22.9,31,211,1
38,0,158.0,59.33,28.443577,91,141,34.62,17.39,22,146,2
42,0,178.5,73.52,13.836262,67,119,37.84,17.53,49,234,2
35,0,174.3,75.6,17.622317,80,150,51.29,18.27,45,212,3
48,0,169.4,70.91,22.975146,84,125,50.58,14.32,50,204,1
51,0,162.5,62.38,25.452747,84,113,27.51,-2.95,24,161,4
52,1,158.5,49.32,23.797044,87,115,18.07,22.63,34,154,1
61,0,158.0,53.76,25.214265,90,144,34.58,15.69,30,163,4
26,0,168.5,69.87,24.000079,82,134,24.14,18.3,26,162,4
46,0,160.2,66.96,34.081807,70,121,31.36,14.99,16,143,4
36,0,178.6,68.02,12.726384,74,120,41.81,24.54,57,227,1
54,1,153.0,46.77,26.956044,83,134,24.35,21.9,25,159,2
53,0,174.7,71.8,22.940383,96,151,48.17,-1.1,28,213,2
32,0,169.8,73.7,18.278436,83,129,53.95,17.83,54,222,3
25,0,170.7,72.31,13.804228,79,148,46.06,19.91,61,233,3
54,0,160.6,58.31,22.101924,90,122,28.43,14.21,38,187,4
57,0,169.3,74.91,19.59953,87,128,50.32,22.66,51,250,1
34,1,163.1,66.28,23.59815,76,134,37.15,17.75,45,223,3
58,1,154.9,52.41,31.914807,92,133,29.47,11.98,19,130,2
59,0,168.7,74.05,19.0776,75,127,42.44,15.29,57,186,1
50,0,176.6,80.53,15.432617,85,146,56.74,13.01,61,246,3
47,1,163.6,63.54,32.333347,73,128,26.92,22.71,11,148,2
34,1,159.3,63.03,30.649204,88,151,34.05,21.09,39,140,2
24,1,179.4,76.7,32.678052,80,111,32.89,20.72,39,215,2
34,0,154.2,58.9,26.384099,85,132,30.05,21.33,39,172,2
25,0,160.8,50.99,12.686582,74,134,41.66,12.18,44,190,1
59,1,162.6,61.51,26.62829,62,112,22.71,13.26,32,188,3
39,0,168.8,51.11,20.910465,71,136,31.34,8.95,22,173,3
35,0,179.4,78.93,11.697286,90,123,50.63,20.41,50,230,2
63,0,174.6,68.53,24.042299,65,111,41.8,15.13,46,208,3
22,0,168.4,65.1,16.391731,81,140,45.91,6.68,32,208,1
