age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
63,0,159.1,70.87,22.980128,91,149,35.98,8.47,28,160,3
22,0,168.0,72.66,19.101459,87,116,46.49,26.54,61,183,1
49,1,152.3,52.64,37.648041,59,99,20.61,21.44,6,103,3
31,0,173.9,67.82,18.237831,67,116,51.35,29.85,59,229,1
29,0,173.5,49.11,10.561325,64,143,22.42,13.14,54,162,3
25,0,177.8,76.02,26.862187,78,125,50.09,16.81,53,232,2
39,0,168.8,70.83,16.458925,92,139,54.12,22.83,53,240,1
64,0,162.1,59.75,23.839314,78,124,33.85,25.74,40,160,2
24,0,183.8,88.05,13.1888,75,147,49.2,-6.79,59,222,4
21,0,168.3,67.0,22.534488,69,125,38.66,9.33,47,186,3
35,0,170.2,70.29,19.46394,81,119,47.5,28.84,60,226,1
45,1,164.1,59.64,33.738259,67,114,24.63,27.59,41,168,1
29,0,174.8,68.06,27.35511,74,135,28.92,12.81,42,203,4
29,0,179.3,70.34,13.052269,77,126,31.81,16.27,47,214,2
47,0,167.4,80.02,18.541097,93,144,43.47,19.45,41,235,3
58,0,177.3,78.88,22.568528,87,144,55.53,16.57,57,250,3
33,0,181.9,89.88,20.402213,84,154,51.18,8.35,49,234,4
54,0,169.4,64.28,21.962386,97,148,41.68,4.87,28,139,4
31,0,170.4,72.66,24.29888,91,140,36.52,29.16,63,244,1
21,0,176.4,74.3,19.096235,76,141,51.98,17.04,59,233,2
39,0,165.1,70.22,26.459084,97,141,43.63,11.57,22,182,4
46,0,178.3,81.05,14.248288,84,123,52.06,13.71,62,253,1
35,0,169.7,67.99,29.277997,79,148,34.84,18.98,23,182,2
43,0,170.8,68.21,26.291842,73,121,29.3,13.85,47,198,4
21,0,166.4,69.36,30.526636,81,133,22.49,16.1,32,129,4
62,0,157.2,61.54,24.993189,92,132,36.11,15.12,15,183,4
34,0,170.9,60.95,15.109008,82,131,39.03,0.05,35,173,3
59,0,168.5,64.88,16.895151,93,122,42.13,17.71,35,198,1
24,0,175.6,85.17,22.278784,67,143,46.76,11.77,52,229,4
21,1,159.2,48.28,17.096193,67,131,19.13,18.26,34,145,3
21,0,178.9,72.56,17.140733,90,131,42.01,17.78,61,219,2
61,0,180.5,84.53,24.195769,72,135,43.59,-4.99,21,160,4
42,0,166.3,53.95,24.583374,73,130,29.73,20.24,23,164,2
21,0,173.7,62.59,9.879816,93,132,47.33,26.96,64,244,1
39,1,157.3,52.39,27.070831,60,102,18.79,15.7,43,153,2
25,0,173.1,66.98,17.003987,84,126,51.04,17.27,59,219,2
21,0,158.0,57.31,25.393512,80,121,33.06,26.11,45,197,2
64,0,172.8,70.76,21.710977,91,150,40.58,8.82,24,197,3
29,0,166.5,64.19,14.034458,66,120,49.99,22.37,58,248,1
25,0,180.1,75.65,13.774288,73,105,48.99,19.63,58,240,2
41,0,152.2,54.73,22.216257,81,137,44.49,12.57,36,201,3
59,0,161.4,52.91,25.604825,65,115,24.27,19.46,30,141,2
33,0,168.8,64.25,14.954129,64,131,34.64,14.95,55,242,4
48,0,163.0,58.94,27.272969,91,134,31.09,9.06,33,135,2
42,0,170.3,69.74,25.22321,87,152,41.51,24.85,48,221,1
44,0,178.6,83.99,16.635094,90,157,47.32,2.61,53,246,2
45,0,170.9,76.54,31.730963,94,146,38.22,7.42,33,164,3
51,0,157.6,55.55,24.588843,70,115,34.96,23.8,37,219,3
25,0,170.6,73.85,30.061995,85,132,31.3,10.92,33,177,4
39,0,169.7,69.92,23.133579,72,119,29.52,1.72,25,160,4
31,0,162.0,50.09,17.557036,57,101,20.23,18.5,46,161,2
35,0,162.0,54.65,29.100954,65,128,22.53,18.44,13,126,3
52,0,169.1,71.86,20.852989,92,142,40.45,13.31,41,196,3
24,0,173.0,66.51,13.001956,62,134,46.07,28.11,61,220,1
22,0,164.7,75.79,33.065313,89,125,42.73,24.85,61,205,2
58,0,172.9,66.61,14.747034,77,124,36.23,16.93,49,230,1
49,0,164.9,62.15,22.762293,67,113,23.67,23.74,52,146,1
23,0,168.4,60.08,21.623644,95,144,44.81,6.82,26,209,4
39,0,176.3,85.86,25.882939,72,134,46.96,5.52,38,152,3
43,0,167.8,62.11,24.783919,69,118,40.64,19.13,40,228,2
38,1,158.2,49.36,23.041681,77,123,24.53,25.63,43,143,1
22,0,163.5,70.48,25.940131,76,128,39.56,24.13,42,200,1
57,0,170.2,58.19,16.287069,69,121,44.62,12.12,40,235,2
25,0,170.2,64.81,15.973263,77,116,37.47,12.64,52,216,3
40,0,163.2,55.27,19.458718,85,138,41.37,12.27,38,202,3
59,0,165.4,80.33,24.727643,70,114,43.67,17.65,25,190,3
63,0,178.0,72.95,19.060467,73,112,28.39,15.16,50,198,2
29,0,174.8,69.57,14.575403,59,138,32.73,11.99,55,240,2
34,0,179.6,81.55,15.315556,65,130,49.9,0.05,51,190,3
61,0,169.4,59.25,21.087846,91,115,46.82,21.1,27,156,3
34,0,154.2,47.52,23.569043,66,117,23.39,17.64,41,146,1
22,0,168.8,62.93,23.295563,64,118,29.9,20.17,41,164,2
23,0,169.4,71.73,12.260343,89,135,55.37,19.56,63,243,1
35,0,165.1,57.25,25.755236,71,107,31.77,16.15,32,196,3
42,0,164.3,69.66,26.659198,87,142,43.56,16.91,37,182,3
41,0,167.8,64.72,15.890137,77,130,38.32,14.36,42,189,2
23,0,160.2,57.97,36.390428,80,131,25.95,12.81,15,161,3
27,0,163.5,51.7,19.103983,75,141,32.22,10.88,32,211,4
23,0,178.0,79.08,15.854311,84,135,50.16,17.04,56,236,3
32,0,175.3,74.95,16.995408,85,137,46.58,3.89,56,185,2
22,0,183.0,87.26,17.062871,99,131,49.14,20.02,55,254,1
40,0,184.5,80.45,10.107446,83,123,55.5,22.9,59,248,3
30,0,180.2,91.77,20.674881,65,149,54.2,5.64,46,233,3
22,0,174.2,73.33,20.764182,84,137,34.76,22.03,57,179,2
21,0,160.2,49.86,30.706268,72,111,23.75,18.32,50,176,2
48,0,167.2,58.16,18.63106,87,146,44.94,18.77,57,171,1
25,1,153.5,52.46,32.284584,87,108,24.1,20.82,35,181,2
22,0,174.4,80.9,19.367366,74,132,35.01,22.45,43,236,2
47,0,181.0,82.11,20.359002,92,145,40.94,-3.7,37,217,3
56,0,179.2,80.25,18.21627,73,153,54.0,18.21,58,228,3
56,0,169.9,69.7,28.895916,76,126,28.34,16.6,48,205,1
22,0,172.6,73.31,16.737132,83,159,30.44,12.41,46,217,2
21,0,177.7,70.0,10.364792,69,137,44.87,16.21,56,223,2
51,0,180.1,82.02,17.708343,93,145,51.89,0.47,50,233,4
63,0,161.0,67.99,25.608608,74,141,31.63,12.87,34,185,2
22,0,180.7,75.26,13.125912,74,118,45.27,11.51,47,231,4
26,0,180.1,80.29,14.481794,74,122,51.88,11.05,63,229,2
29,0,171.4,67.77,25.084021,81,123,28.85,21.69,13,132,3
22,0,172.2,66.74,18.783552,92,159,39.66,13.71,31,248,3
30,0,174.6,54.45,13.20339,70,116,35.35,16.43,50,218,4
23,0,178.8,87.51,22.26833,88,144,50.75,17.25,39,236,4
62,0,170.7,58.29,21.531971,87,143,31.43,15.52,50,159,2
22,0,164.3,51.93,18.334575,80,119,32.71,11.22,40,178,3
29,0,175.9,72.68,20.712693,83,143,33.16,22.55,46,221,3
29,0,166.3,65.7,15.507595,92,124,46.58,16.52,65,240,2
23,0,166.1,63.77,24.880309,55,106,30.92,14.09,43,193,4
64,0,180.1,69.55,12.737116,74,125,48.09,17.18,29,207,3
21,1,156.5,50.48,32.204293,57,103,24.85,16.36,29,131,3
54,0,176.8,68.1,14.960617,69,139,46.33,11.44,28,216,2
24,0,165.6,57.97,19.163731,67,111,28.66,20.35,20,162,2
21,0,177.6,66.5,11.261443,77,130,50.82,9.46,61,248,1
59,0,172.4,82.03,14.157402,72,142,54.12,13.43,55,250,1
62,0,156.9,51.95,32.55147,68,113,20.56,0.76,8,116,3
43,0,175.5,67.86,20.295598,77,112,39.59,9.62,44,180,3
64,0,173.2,66.24,12.978806,83,142,47.14,9.42,42,223,2
27,0,172.3,66.1,15.29022,66,151,36.65,19.12,45,212,3
25,0,172.7,55.71,13.077033,68,99,34.19,20.24,38,201,3
47,0,159.2,65.49,26.311462,73,129,34.07,19.95,44,186,3
33,0,163.5,66.62,22.252484,80,142,41.99,16.68,24,164,3
22,0,180.7,68.61,14.048556,64,120,41.93,14.73,46,195,2
25,0,177.3,85.19,16.909972,74,122,55.7,24.61,61,252,2
63,0,162.0,64.3,25.597476,77,125,30.61,17.28,38,151,2
44,0,158.4,47.37,25.641681,83,146,28.57,17.48,23,184,3
22,0,172.2,51.42,22.820419,67,111,25.1,23.42,36,184,2
24,0,165.0,57.04,20.378384,80,123,33.56,19.09,33,203,3
37,1,153.2,50.3,24.785267,74,115,27.16,20.79,45,184,1
22,0,172.7,60.28,23.756954,83,133,34.65,21.21,53,246,2
23,1,165.8,65.47,32.361269,85,138,41.57,18.68,41,175,2
30,0,167.9,73.94,23.573366,82,135,46.13,17.29,32,219,1
21,0,170.5,66.65,22.075698,76,114,39.66,12.31,32,198,4
38,0,182.5,76.89,16.403993,68,116,48.91,12.42,52,216,2
22,0,163.7,79.85,26.225015,73,146,40.12,22.83,41,202,1
35,0,165.2,55.2,17.797543,64,104,33.44,19.22,36,205,1
24,0,161.5,49.93,19.651898,81,113,23.56,24.38,42,219,2
25,0,166.1,72.29,24.835607,66,114,40.33,23.11,42,216,3
27,0,176.6,67.96,12.558316,98,137,45.29,20.8,47,242,2
21,0,175.9,73.63,15.346569,65,124,48.28,4.98,57,255,3
28,0,174.7,77.03,21.882258,90,127,40.86,20.79,53,246,3
31,0,169.1,55.03,15.608561,83,121,39.17,21.09,59,233,2
59,0,167.2,62.66,25.411162,77,136,32.16,14.7,29,186,3
21,0,176.7,75.81,23.033416,95,149,40.91,9.71,33,202,3
21,0,181.7,91.39,24.462402,94,147,50.89,-10.0,58,251,4
62,0,162.0,53.33,20.70701,76,122,24.87,19.41,34,144,3
21,0,180.2,68.54,20.081854,73,115,50.12,21.97,55,217,3
48,0,165.8,64.18,20.410397,95,142,41.31,16.89,41,184,4
25,0,164.7,55.3,22.921526,66,105,26.53,15.37,23,175,2
28,0,160.7,66.34,28.169078,86,152,36.01,12.54,40,165,3
22,0,166.1,71.59,24.939727,75,112,39.83,27.6,43,164,3
27,0,164.4,60.26,31.74731,82,134,24.79,8.57,20,152,4
24,0,171.3,68.37,20.465169,70,132,44.16,10.01,62,221,3
54,0,184.2,96.56,22.817171,73,130,57.84,13.1,57,229,2
21,1,166.0,55.76,32.485461,74,112,22.48,9.91,25,158,4
58,1,155.2,46.08,19.301628,59,106,23.2,20.86,26,160,1
56,0,162.9,64.45,21.276119,87,147,40.46,24.75,50,231,1
37,0,165.6,77.1,28.393101,90,139,41.6,10.86,35,192,3
54,0,167.8,57.03,26.081704,69,113,22.96,-4.38,15,125,4
63,0,176.7,81.13,13.07953,75,149,56.48,10.31,64,247,1
27,0,168.5,60.05,19.038302,77,108,24.4,9.28,16,161,4
23,0,164.9,61.09,17.388448,70,117,27.61,15.23,59,217,2
22,1,160.3,56.26,30.521018,60,104,21.6,12.37,34,174,4
47,0,164.5,76.5,22.576556,77,130,54.28,15.36,58,201,2
29,1,153.8,52.18,24.633734,76,146,28.39,26.44,28,153,2
41,0,166.2,54.33,20.171186,76,122,36.78,25.62,38,158,2
29,0,168.8,72.28,25.551635,91,152,32.81,21.62,52,188,2
29,0,166.5,65.71,30.391165,80,123,29.95,9.93,32,154,4
62,0,155.9,53.58,22.230978,79,137,22.02,14.71,38,165,3
60,0,172.7,70.73,23.835444,94,152,50.64,5.41,37,205,3
35,0,180.7,79.47,15.815333,82,143,49.88,9.21,37,232,4
26,0,172.3,54.45,15.242861,65,105,29.06,24.27,52,222,1
28,0,169.2,56.65,18.06079,80,149,31.76,12.4,33,137,4
25,0,172.1,59.7,20.899895,87,140,29.63,3.27,39,168,4
56,0,166.1,63.91,11.485321,69,124,50.02,26.15,60,224,1
40,0,159.7,52.22,22.882116,77,133,33.06,10.1,34,189,3
23,0,182.2,91.75,22.402681,89,156,55.48,5.62,54,248,4
22,0,175.3,54.68,16.16711,62,108,40.91,20.88,51,228,1
45,0,174.4,66.1,12.841487,72,124,50.14,21.78,56,218,1
41,0,164.6,53.92,19.16149,87,136,30.73,8.71,35,183,3
22,0,168.2,81.43,30.667099,62,120,39.18,4.84,42,190,4
45,0,179.2,74.97,21.423288,76,125,45.37,12.97,38,212,3
62,0,166.2,68.85,32.274957,85,124,27.4,15.15,31,159,4
59,0,156.8,56.72,25.080617,83,140,24.68,19.07,35,116,3
25,0,167.5,76.25,22.424469,76,122,53.83,22.85,47,237,3
36,0,168.8,71.12,34.900504,96,127,35.63,13.03,12,170,4
33,0,168.6,71.65,21.321739,95,150,47.01,15.11,62,243,2
26,0,176.7,83.12,13.134757,69,133,56.68,16.49,61,251,3
22,0,165.0,63.04,22.284338,82,119,31.41,19.74,40,194,1
62,0,178.0,82.69,16.719154,86,144,52.93,-2.01,31,187,3
23,0,181.3,78.71,15.959486,88,119,47.99,10.38,48,212,3
59,0,163.1,61.01,27.418215,77,128,34.93,12.38,45,185,2
21,0,176.2,74.0,18.383153,77,132,43.45,14.04,49,239,4
43,0,166.3,53.48,15.221536,77,141,40.55,19.05,54,212,1
60,0,167.7,58.32,24.322158,89,124,25.26,8.66,31,169,3
47,0,161.2,58.92,32.300379,85,137,24.16,10.53,40,193,3
23,0,180.7,86.41,23.36158,73,136,53.6,8.99,36,229,3
22,0,180.5,72.55,13.178738,94,145,46.93,19.56,60,245,3
23,0,170.8,71.25,23.079672,87,137,30.34,2.84,50,182,4
58,0,169.7,59.85,17.203103,72,129,46.39,14.97,53,222,2
36,0,172.2,78.12,28.556237,90,141,36.19,8.63,40,208,2
23,0,180.6,83.53,22.815202,87,113,43.75,12.3,48,229,2
36,0,163.2,62.01,19.406717,67,106,32.37,15.92,39,213,3
44,0,169.9,54.45,28.232646,98,125,21.22,10.5,15,146,4
21,1,153.7,48.35,21.253828,73,112,21.26,25.44,31,187,2
50,0,175.8,72.97,18.465341,63,123,43.64,2.89,32,195,4
62,0,155.6,51.1,17.821808,70,130,21.35,25.03,32,144,1
21,0,169.8,61.38,21.497231,63,122,29.05,18.85,39,206,1
29,0,170.7,86.03,33.164416,77,123,36.9,9.97,34,170,4
21,0,172.8,76.52,13.686816,90,138,47.53,13.06,59,220,2
25,0,169.7,68.08,24.917306,67,123,29.35,14.38,48,225,4
53,0,177.9,77.32,18.753728,99,151,49.78,23.85,58,229,1
61,0,165.0,63.73,23.045008,91,134,42.99,10.23,36,200,2
21,0,171.7,59.38,26.266306,56,103,26.06,-1.78,54,164,4
21,0,163.9,56.05,18.331603,69,105,39.32,22.47,58,197,2
21,0,163.7,56.51,27.780078,73,119,26.33,17.95,31,192,3
39,0,162.2,64.04,28.603537,97,128,32.1,16.37,13,148,3
61,0,164.0,68.33,36.022605,91,131,29.49,11.69,38,138,3
64,0,173.2,62.42,14.455994,86,143,37.22,22.43,25,175,1
50,0,171.2,76.48,32.165507,92,153,40.88,17.46,29,150,2
36,0,164.7,55.15,25.566494,95,126,31.09,25.48,52,150,2
22,0,169.7,78.17,21.100339,94,120,47.86,13.06,52,209,4
49,0,165.2,59.63,34.270057,92,146,22.85,11.62,13,112,4
30,0,165.8,64.15,27.651363,62,124,26.46,21.23,31,175,1
42,0,153.4,54.89,30.042099,94,131,26.81,18.74,35,164,1
56,0,179.2,77.62,15.176358,83,145,46.98,8.64,61,237,2
22,0,156.8,57.26,23.346864,66,114,39.27,24.36,57,197,1
54,0,179.1,91.71,18.999487,93,156,56.12,7.39,41,220,4
38,0,165.1,71.12,26.662487,89,154,37.64,22.22,39,164,2
29,0,176.4,68.17,11.755205,94,155,46.8,28.06,46,208,1
46,0,166.8,57.7,18.986531,90,141,29.71,8.13,35,166,2
38,0,168.5,52.48,23.688952,84,125,25.83,20.54,44,226,3
60,0,164.4,84.85,30.351852,85,149,43.21,12.22,23,205,4
22,0,162.3,69.83,19.419649,96,151,42.17,25.6,46,221,2
64,0,163.1,57.37,21.670635,76,138,36.26,14.97,21,164,2
21,0,177.6,63.19,13.402642,75,109,32.75,20.99,56,231,2
33,0,158.9,62.9,27.79651,87,137,42.14,14.29,36,202,2
58,0,182.6,77.17,15.345987,98,158,52.47,16.55,48,211,2
46,0,175.2,69.88,12.703608,75,137,45.56,18.7,56,228,2
21,0,166.2,56.16,15.493352,66,128,25.29,11.8,53,207,1
34,0,177.9,80.73,21.654798,92,141,50.88,14.42,52,237,3
28,0,164.6,60.56,28.066065,73,116,27.64,10.04,31,169,4
22,0,173.8,70.86,24.918867,68,109,31.59,26.59,54,228,2
36,0,161.7,47.19,20.000313,86,148,38.82,25.25,39,203,1
22,0,162.4,53.9,16.744189,87,131,29.2,20.11,47,227,2
49,0,166.3,64.77,16.372326,64,132,39.86,26.04,60,226,1
28,0,170.7,61.69,19.729728,87,133,49.16,21.93,18,202,3
52,0,169.4,79.49,37.684378,82,139,44.0,22.42,27,164,2
32,1,162.6,62.85,28.970098,59,115,27.31,21.95,31,162,3
22,0,160.1,54.39,17.545246,84,137,33.92,22.43,47,186,2
27,0,169.8,73.45,25.062376,81,137,42.89,24.97,53,212,3
25,0,167.1,62.39,27.073822,64,105,27.35,5.38,41,202,4
48,0,164.9,72.26,23.059191,70,122,37.7,28.46,40,219,1
56,0,172.4,66.34,22.884224,71,115,40.12,20.33,28,168,2
21,0,184.8,91.76,19.769529,86,136,55.03,17.28,51,252,3
22,0,178.3,73.65,18.96244,57,129,40.92,22.78,57,187,2
26,0,168.3,67.67,22.969802,89,156,42.86,12.38,24,213,4
39,0,161.5,61.33,29.475005,92,121,41.67,23.36,43,209,2
22,0,168.5,84.52,29.620972,85,143,29.26,11.96,41,167,4
23,0,156.0,53.14,26.896219,95,142,33.56,21.24,45,194,1
37,0,160.4,62.48,17.560884,67,113,37.26,10.04,42,207,2
29,0,159.9,61.08,29.639309,97,123,38.95,24.21,38,157,2
26,0,165.9,59.38,24.614136,81,105,32.59,22.67,35,196,3
40,0,172.7,66.28,14.512542,61,130,38.14,5.24,46,170,3
21,0,177.3,60.29,16.900497,70,130,26.88,20.48,53,177,1
26,0,161.3,63.32,29.74392,89,141,29.5,2.66,35,199,3
21,0,177.2,88.67,14.907957,84,143,51.55,12.02,53,256,3
21,0,174.1,79.62,16.829706,62,118,41.47,15.49,59,228,2
22,0,172.0,68.8,25.981263,83,135,38.75,10.84,46,221,2
21,1,162.4,49.8,27.09194,87,145,21.6,17.88,30,149,2
56,0,181.7,82.68,16.235342,81,141,46.37,15.27,54,227,2
21,0,178.2,73.88,10.869569,71,129,54.7,12.95,50,247,3
25,0,169.4,51.79,24.882364,84,140,25.16,9.99,44,187,3
54,0,177.2,85.89,23.097089,85,142,47.98,17.36,31,197,2
33,0,178.8,71.95,12.814006,65,118,41.31,2.37,36,182,3
24,0,158.6,56.15,27.065977,73,116,30.26,15.78,39,161,2
39,0,174.8,71.42,14.914409,81,120,40.52,23.04,50,209,1
36,0,169.8,66.06,15.406651,95,145,29.58,10.9,52,218,3
32,1,157.8,50.95,21.703473,73,118,23.56,30.3,47,150,1
52,0,156.5,57.51,27.073604,76,130,27.13,19.07,38,167,2
51,0,159.5,51.69,25.700636,77,128,35.43,19.58,26,160,2
40,0,161.6,50.91,26.216126,88,117,26.18,20.08,22,120,4
33,0,154.4,54.74,36.417615,75,128,18.46,16.06,27,138,4
28,0,177.3,66.2,18.059126,75,114,45.39,17.58,48,200,2
54,0,179.2,85.13,18.979816,97,155,45.81,3.62,35,209,3
27,0,184.5,94.55,18.383697,70,142,58.39,15.51,43,227,4
53,0,171.2,75.49,27.148381,92,147,36.35,7.8,26,159,4
51,1,166.0,55.23,22.226451,84,129,26.56,18.02,36,199,1
44,0,183.4,76.93,15.547878,84,133,43.09,14.97,62,249,2
28,0,179.9,83.95,19.496476,76,143,56.79,7.17,43,201,3
24,0,177.2,84.45,16.384592,92,148,42.56,7.88,63,252,4
47,0,167.7,71.59,33.440523,85,151,25.87,6.7,17,208,4
23,0,162.9,56.59,22.163181,71,128,28.41,16.56,27,194,3
48,0,169.7,64.49,21.949941,89,137,48.25,12.71,36,208,4
33,0,161.8,54.55,21.342172,77,132,26.44,10.85,41,205,4
51,0,179.4,73.1,17.005001,76,109,50.79,16.48,45,225,3
59,0,164.8,68.98,21.546891,79,134,43.43,15.98,53,233,2
54,0,182.3,82.18,15.136493,67,130,54.81,17.54,51,230,1
24,0,163.9,67.82,28.630635,82,143,30.95,16.58,31,149,3
37,0,157.1,79.01,34.896214,82,139,33.91,23.89,39,153,2
64,0,175.1,75.02,17.05973,77,129,51.62,29.91,56,164,1
27,0,162.2,50.32,21.145091,81,107,22.29,22.56,13,174,3
61,0,181.3,88.76,21.910371,95,146,57.47,5.22,47,220,4
51,0,168.0,64.56,19.312613,59,119,35.24,18.5,46,186,1
24,0,157.3,59.45,19.057567,83,140,35.52,13.06,33,200,3
21,0,179.6,68.92,23.184804,63,115,33.76,11.6,55,172,4
33,0,166.1,62.86,12.690482,73,132,49.97,21.91,44,234,2
22,0,167.2,60.4,28.01652,64,130,44.68,22.24,31,227,2
26,0,180.0,77.69,23.039331,83,145,41.96,16.46,39,204,2
24,0,165.7,61.84,20.777499,56,102,26.8,14.63,53,167,2
38,0,166.1,52.08,22.096768,83,128,28.05,22.91,47,178,2
36,0,159.4,53.83,21.50128,83,122,28.88,13.24,30,187,3
59,0,162.1,59.46,35.142865,86,134,32.62,24.79,20,139,3
47,0,168.2,60.59,19.840274,77,135,31.81,10.54,27,151,3
52,0,175.1,72.9,11.522088,76,126,47.18,9.25,43,204,4
34,0,168.2,59.92,16.92379,80,114,38.32,11.91,60,215,3
21,1,154.2,48.06,31.692522,86,127,18.09,22.14,35,160,3
41,0,168.7,66.29,20.447738,61,106,45.11,24.23,55,228,2
50,0,163.7,67.23,32.190136,83,153,30.46,0.28,17,135,3
60,0,168.3,60.96,23.216069,77,133,31.17,21.44,28,134,3
56,0,172.4,68.33,23.870911,92,114,34.29,3.09,10,156,4
26,0,174.6,75.3,14.419152,70,126,40.81,20.94,58,225,2
23,0,178.0,72.99,15.355697,85,117,40.48,16.44,37,225,2
36,0,166.2,50.36,15.110864,59,122,40.0,14.77,39,168,1
49,0,160.4,49.5,19.552439,69,130,26.27,13.24,37,163,4
44,0,177.6,83.75,23.729502,90,154,39.83,6.04,49,180,3
27,0,165.1,69.87,24.930209,87,120,32.12,17.86,40,211,2
34,0,177.6,72.49,19.109522,82,122,42.61,5.98,37,230,4
29,0,175.4,67.84,15.029623,74,118,51.73,11.7,51,228,3
44,0,160.2,55.78,27.869181,74,111,21.78,18.22,19,161,2
64,0,174.1,84.27,17.581793,86,149,49.25,9.24,25,192,4
22,0,174.9,59.65,12.880983,92,136,39.64,22.56,62,222,1
31,0,176.9,75.53,18.376254,94,150,39.83,14.17,42,222,3
21,0,159.1,52.92,22.207507,63,119,39.82,17.78,57,229,3
41,0,163.8,64.4,31.181545,92,134,24.14,18.1,24,178,4
23,0,174.4,69.02,17.430001,66,120,51.11,19.85,56,231,3
60,0,169.8,75.64,17.549995,89,138,50.16,14.16,43,230,2
40,0,175.4,76.14,19.314689,85,126,34.46,12.56,48,217,2
51,0,175.2,63.36,26.038008,66,120,24.73,8.03,22,144,4
52,1,162.2,51.1,26.51478,80,123,25.88,26.79,39,122,3
60,0,169.2,80.63,34.413202,85,131,29.32,18.91,15,150,3
28,0,163.8,60.26,30.183951,81,131,37.03,18.27,37,169,4
52,0,161.3,66.78,33.961825,76,106,28.11,7.4,23,161,4
23,0,172.3,72.65,17.901471,72,128,48.23,25.35,61,229,2
59,1,159.1,61.97,34.940939,77,132,22.59,24.47,14,135,2
64,0,179.3,90.24,20.30815,92,141,46.18,2.69,23,199,4
34,0,174.7,62.56,12.264379,92,134,37.62,16.55,56,249,1
22,0,175.9,65.84,15.416522,90,143,50.51,22.45,52,238,1
53,0,176.6,78.22,34.38528,74,125,31.1,19.3,31,144,3
63,0,177.6,78.04,21.325411,87,132,47.95,15.95,56,235,1
38,0,168.9,60.62,24.352208,76,140,38.04,15.14,39,199,1
56,0,162.8,59.54,29.056209,89,131,19.64,15.89,15,143,4
36,0,177.1,70.48,15.977641,90,107,45.3,16.54,51,206,3
51,0,181.9,84.93,11.880378,94,133,53.85,11.91,54,249,2
37,0,153.6,55.81,33.368626,77,125,27.04,15.68,31,175,4
41,0,161.2,68.79,32.798505,95,138,30.12,17.2,25,150,2
24,0,164.2,67.34,22.630049,75,130,36.78,9.58,60,194,3
46,0,168.3,61.94,32.49655,89,123,28.33,20.97,31,166,2
25,0,173.9,63.71,15.049993,82,115,34.4,25.83,28,230,2
25,0,162.1,48.45,21.986367,62,117,30.31,14.32,36,170,2
55,0,161.3,61.12,14.992919,75,121,35.42,17.64,20,189,3
59,0,179.7,84.35,20.135224,77,135,49.98,20.27,60,232,3
44,0,166.9,65.19,16.762785,64,117,37.79,10.1,51,199,2
35,0,174.6,69.16,17.881635,81,133,39.03,15.65,29,233,3
