age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
21,0,167.3,91.55,24.462888,75,111,36.26,22.37,36,195,4
29,0,182.6,73.8,11.561089,75,128,50.55,19.2,57,254,1
43,0,167.2,86.89,23.517596,89,149,44.78,10.2,50,199,4
21,1,156.4,56.75,28.02977,77,112,25.77,24.01,49,153,4
54,0,175.1,86.13,23.072774,76,139,43.47,16.73,19,235,4
61,0,161.5,70.99,14.502047,94,158,41.0,6.52,43,246,1
42,1,152.8,59.37,33.298269,74,114,21.08,21.92,26,155,3
42,1,161.6,55.3,28.152641,59,105,19.19,5.32,41,108,2
63,0,175.7,73.8,35.616086,65,119,48.6,0.07,10,200,3
25,0,178.1,87.86,19.7398,84,135,53.55,15.57,60,259,2
63,0,174.2,71.19,14.583981,66,140,41.49,7.03,46,232,3
25,0,174.3,66.49,26.459371,77,133,39.15,12.62,38,198,3
35,0,183.9,82.29,15.573701,79,139,41.7,13.08,62,243,3
25,0,178.9,90.66,18.798076,91,128,47.71,20.6,62,255,1
25,0,173.0,70.98,13.037941,84,141,40.55,16.37,58,250,1
29,0,182.6,85.69,12.821275,63,137,54.43,18.48,46,253,1
30,0,175.6,92.48,16.238798,70,148,51.68,16.46,62,229,2
57,1,167.3,59.5,33.32508,76,117,31.87,21.49,34,131,3
37,0,182.7,75.87,12.465311,84,141,37.65,15.82,47,215,1
63,0,176.0,88.86,24.054603,87,154,38.97,16.07,32,259,3
58,0,169.1,73.76,17.831407,82,158,44.44,14.29,54,178,4
36,1,175.0,66.42,25.566145,63,111,22.16,29.46,32,181,3
28,1,160.7,69.55,35.762072,62,158,29.88,2.35,42,128,2
27,0,180.9,80.42,11.862635,67,134,42.21,19.19,59,237,2
22,1,158.2,55.68,28.718088,55,114,26.8,14.65,51,124,3
53,0,162.9,62.38,33.791646,78,122,34.07,12.34,47,153,3
28,0,179.7,93.63,12.731494,69,150,57.37,17.13,61,250,3
55,0,161.7,69.13,26.599087,77,134,29.31,26.18,21,190,2
43,1,155.2,55.61,27.436779,69,125,22.6,17.22,31,133,4
30,0,183.0,93.85,9.626312,74,136,55.32,21.59,60,256,1
52,0,167.2,70.52,24.552289,72,138,36.4,27.26,45,188,1
58,0,170.2,93.42,19.224303,78,118,37.14,4.58,22,194,3
58,0,168.6,66.69,26.658594,93,143,39.99,5.59,20,149,4
28,0,179.1,69.71,17.244722,77,153,39.98,16.9,16,207,4
21,1,159.2,54.87,26.670308,78,111,21.99,7.98,30,189,4
26,0,174.9,78.43,15.203464,86,143,40.18,18.84,57,224,4
27,0,174.8,76.69,15.027869,64,136,47.08,16.84,55,247,4
22,0,164.7,73.73,28.025506,76,152,40.94,20.56,31,182,4
37,0,169.1,87.79,13.617313,70,130,47.53,11.07,43,223,3
47,1,161.3,55.45,35.562992,75,127,20.33,20.31,22,131,2
23,1,153.9,49.37,25.868506,62,108,26.32,26.09,52,144,1
30,0,169.1,95.27,27.959448,83,159,43.42,16.93,22,238,2
58,0,164.0,72.22,30.116023,94,114,39.36,-1.94,35,181,4
59,1,161.7,54.57,26.879128,82,113,19.68,20.42,35,153,1
57,0,171.6,94.88,25.430501,79,129,43.27,-0.69,18,197,4
57,0,171.3,79.77,18.282202,81,143,44.19,11.13,35,212,1
22,1,160.2,57.63,31.012248,85,119,18.7,14.03,31,138,2
55,0,180.0,73.41,23.465194,75,155,34.53,10.71,35,200,4
36,1,168.9,69.06,24.634503,85,122,28.89,11.13,43,219,2
57,1,158.7,55.86,29.599345,99,116,22.26,20.98,38,123,2
30,1,161.7,53.3,17.47039,74,114,22.8,22.15,21,145,1
61,0,172.8,74.86,17.910186,89,132,40.96,10.37,41,165,4
63,0,168.3,75.28,27.045857,77,126,35.79,2.25,15,220,3
22,1,153.3,51.63,20.153412,72,122,19.57,20.87,50,141,2
55,0,173.3,76.41,19.670832,75,145,41.09,15.06,33,202,1
34,1,161.5,71.51,29.917902,87,115,23.13,28.27,32,101,4
34,0,181.5,75.43,23.723158,86,136,42.15,17.44,38,260,1
25,1,168.8,61.71,27.954791,80,123,35.83,19.33,33,154,2
62,0,177.6,72.89,29.378228,81,123,43.18,14.4,49,214,3
29,1,158.6,54.18,18.202749,55,123,27.32,28.03,30,135,4
62,0,168.6,61.96,21.315257,84,120,20.01,26.75,28,187,4
24,0,181.3,65.64,24.58501,79,158,42.88,0.97,53,224,4
61,0,173.4,64.3,16.155237,78,156,37.0,13.88,33,212,3
50,0,153.1,66.58,15.856304,78,133,34.28,18.89,37,229,3
44,0,173.3,71.23,12.293922,78,115,38.74,-5.18,57,234,3
52,0,172.1,78.28,28.377469,94,142,40.14,8.96,48,198,4
64,0,174.0,71.55,33.796835,85,159,30.51,2.08,50,234,3
30,0,177.1,73.53,11.394638,60,105,48.72,19.16,58,255,3
25,0,174.0,68.63,15.688388,73,138,28.66,13.27,39,194,3
53,0,166.4,91.29,25.162817,72,128,28.35,16.16,29,203,3
54,0,167.1,64.57,26.293169,60,108,39.96,0.4,25,207,1
61,0,171.6,62.29,31.066535,86,118,20.78,10.34,31,133,4
22,0,172.4,67.87,17.254054,90,125,36.54,1.03,42,168,3
63,0,181.6,66.78,22.785175,89,141,30.9,28.43,54,238,4
59,0,178.1,78.43,19.703567,68,135,51.88,18.23,57,253,1
53,0,170.3,84.82,33.22251,91,143,39.3,4.51,45,215,3
27,1,165.1,48.63,31.693003,74,113,19.86,-2.83,34,118,4
60,0,165.3,76.25,23.491369,73,134,40.38,6.27,21,238,4
61,0,171.9,63.51,33.61023,95,119,39.42,-5.61,18,167,4
22,1,152.3,53.43,27.470966,54,113,20.19,23.24,27,139,1
25,1,156.0,57.01,23.981509,58,113,20.24,23.63,49,171,3
22,0,166.8,78.97,23.739031,75,143,32.97,10.15,46,148,2
22,0,170.0,81.92,30.310339,72,126,57.72,14.96,52,215,1
29,0,179.2,69.09,9.111217,77,124,45.87,16.96,56,246,2
58,0,171.4,73.69,25.719919,90,138,31.94,-2.71,16,142,4
51,1,159.0,61.83,24.394212,78,140,21.8,21.34,45,163,2
27,0,180.9,76.82,10.350722,66,128,45.03,17.88,60,219,1
57,0,155.8,92.21,27.269039,86,134,21.37,5.96,48,194,4
23,1,160.9,56.69,26.628028,79,110,19.45,22.0,5,123,2
22,0,167.4,67.91,21.724293,76,102,39.04,10.36,27,179,2
25,0,178.5,84.99,15.254485,63,136,53.62,15.2,22,250,4
22,1,159.4,58.3,14.971089,80,110,23.21,23.47,54,167,2
63,0,177.9,70.0,18.568426,78,146,56.24,17.37,24,188,3
48,1,158.9,54.09,23.092264,75,110,28.27,23.09,52,206,1
23,1,152.6,55.28,25.912501,65,157,20.82,25.58,49,177,4
36,0,181.0,84.27,22.452019,93,152,46.73,14.78,51,220,2
44,1,167.4,52.01,26.525598,76,118,25.66,23.34,53,151,1
22,1,164.5,65.24,26.921205,76,121,23.43,27.17,51,187,1
38,1,161.2,56.69,29.154204,63,113,25.11,29.39,20,173,2
25,0,176.1,73.65,14.327286,80,134,42.62,18.72,44,242,2
27,0,174.8,92.86,20.332599,92,157,46.25,9.74,56,231,4
26,0,176.8,90.93,14.337444,72,106,35.55,7.64,24,191,4
36,1,158.6,51.3,28.923066,62,101,23.36,23.51,29,125,2
54,1,157.3,57.24,35.572094,75,119,17.59,28.6,52,134,2
57,0,176.2,72.83,31.912642,78,143,38.14,5.74,22,223,3
27,0,182.4,93.27,9.0,62,125,54.64,21.74,61,258,1
58,1,160.9,54.98,29.721051,61,124,19.94,22.16,24,125,2
23,1,163.8,55.15,32.970552,96,117,26.15,21.45,18,134,1
27,0,179.2,90.69,14.33212,91,131,51.24,16.35,60,239,2
60,0,179.6,62.81,17.413992,90,122,43.25,8.71,44,197,4
61,0,181.1,79.27,12.24219,87,132,54.88,12.87,54,224,4
29,1,159.6,61.77,29.331122,83,111,31.2,29.16,30,180,1
24,0,166.5,68.97,14.868948,86,154,43.57,4.53,57,221,2
62,0,172.9,71.64,12.756573,75,139,51.31,10.96,52,206,1
25,0,181.1,83.5,17.512266,75,132,40.39,17.74,24,252,3
56,0,173.4,72.53,28.839692,90,133,31.52,10.92,42,211,3
58,1,160.3,66.54,29.034991,64,117,23.38,19.26,33,159,2
22,0,171.8,67.07,15.614052,60,138,38.04,16.02,53,179,1
48,1,153.3,61.0,17.939792,73,102,25.22,27.38,38,186,3
24,1,153.7,56.94,30.539191,63,129,24.1,21.83,30,163,4
24,1,156.7,56.73,25.930208,73,112,18.91,22.58,48,157,2
25,1,161.2,57.34,27.41749,60,133,18.92,22.17,28,137,4
62,0,179.1,72.08,16.533316,75,139,49.7,13.13,44,250,3
41,1,161.7,73.32,24.341134,89,120,36.1,23.8,37,194,2
49,0,166.5,75.43,19.344628,84,118,43.45,12.32,46,197,4
61,0,176.1,72.05,19.16189,74,130,41.05,5.75,21,243,2
31,0,184.5,80.33,18.922413,64,143,54.15,16.23,53,243,4
25,1,161.8,49.23,27.712395,62,109,20.99,24.39,30,135,1
31,0,177.6,80.45,17.593568,67,129,40.73,5.47,52,235,2
24,1,164.7,55.91,24.623074,69,116,23.82,28.25,34,147,1
27,0,173.8,83.88,27.597945,78,138,40.67,12.29,38,197,1
55,0,181.1,77.85,27.140154,72,127,50.88,18.83,56,243,1
26,0,170.5,59.72,28.994217,80,149,45.99,7.3,52,163,4
31,0,181.9,74.26,15.709639,79,150,48.79,15.64,57,235,1
55,0,176.7,75.99,22.265006,99,138,42.11,13.08,53,217,2
25,0,168.0,70.64,9.0,88,139,52.84,11.49,55,242,1
48,0,154.3,61.57,27.314566,78,156,33.56,20.11,55,182,3
22,1,172.1,50.27,27.841238,71,139,20.11,27.19,40,181,2
24,1,170.4,68.38,16.352629,84,144,32.87,26.84,48,187,2
22,1,166.3,56.97,19.188395,81,113,19.16,7.74,36,110,1
33,0,183.5,80.1,19.257262,85,128,43.83,-6.79,44,198,3
61,1,161.6,65.81,20.304656,81,157,32.51,14.78,49,174,3
27,0,174.6,71.25,11.537695,73,132,45.75,5.81,53,249,3
41,1,161.1,55.29,27.692584,66,112,27.13,20.46,40,166,1
31,0,183.2,73.5,12.670138,80,134,44.81,2.33,36,246,1
31,0,180.0,92.6,10.358612,75,139,50.05,14.25,39,262,2
64,0,178.4,72.83,20.340632,87,141,48.92,17.58,45,229,1
62,0,170.3,63.53,11.807122,86,114,48.08,29.98,57,246,1
58,0,163.2,65.05,26.439546,73,119,33.31,15.89,20,157,3
26,0,178.8,80.4,27.107083,91,131,41.29,15.52,60,232,2
57,0,173.2,57.95,28.27732,86,148,33.62,6.71,39,206,3
22,1,158.2,53.12,28.885698,75,109,20.21,28.3,50,125,1
40,1,164.3,72.19,25.95878,79,121,25.99,20.56,32,193,2
22,1,160.5,58.7,23.972405,99,129,19.29,16.42,32,144,1
57,0,179.9,78.95,14.984628,71,105,55.35,8.77,60,242,1
62,0,181.5,75.16,22.566391,87,146,44.68,3.17,42,200,3
62,0,177.3,64.14,14.400164,75,138,42.31,-2.82,50,175,3
31,0,167.2,84.26,11.138583,69,150,42.39,11.14,48,242,1
62,0,168.2,81.11,23.40237,95,125,34.82,21.24,38,211,2
25,1,161.2,50.43,28.185333,55,117,20.31,28.82,40,168,4
33,0,177.9,70.02,14.202408,70,132,56.8,12.55,40,250,2
63,0,185.3,92.29,12.76781,73,129,42.91,-2.32,47,250,2
29,0,180.6,90.79,13.249311,77,125,51.37,6.95,56,254,1
38,0,166.9,95.01,24.83597,79,140,42.72,25.08,26,199,4
31,0,172.3,73.32,16.074744,92,143,54.56,16.5,56,184,2
51,0,182.0,93.75,12.677109,80,150,37.65,8.8,56,241,2
21,0,176.2,72.89,26.272551,70,125,42.75,18.21,27,211,1
54,0,180.6,76.89,14.939918,75,139,45.83,16.31,58,220,2
21,0,167.5,70.23,13.3841,82,133,42.54,13.1,27,198,2
56,0,178.2,73.4,15.061216,97,140,33.9,19.22,56,248,1
44,0,170.6,82.25,34.220328,88,143,37.35,24.32,17,173,4
62,0,179.2,81.65,9.0,91,133,58.16,17.08,57,252,2
27,0,184.2,80.76,11.80935,75,131,56.51,20.48,56,256,1
23,0,168.9,92.14,25.036826,63,119,50.63,20.25,60,188,1
26,0,184.4,86.03,25.617182,89,140,45.82,11.02,26,216,1
50,1,164.4,69.36,22.74047,70,126,39.09,20.62,23,207,2
60,0,167.7,75.29,30.222549,95,132,31.39,4.87,36,168,4
22,1,156.8,59.19,36.082157,77,113,24.37,22.83,11,136,3
52,1,165.6,47.74,28.924878,64,111,19.55,21.37,49,127,2
56,1,165.4,60.04,25.9444,91,131,27.17,26.21,34,163,1
22,1,169.6,55.01,27.135397,85,136,24.51,3.94,15,116,2
56,0,169.3,69.37,27.089328,93,137,42.16,14.14,15,204,4
27,0,169.3,74.06,19.105234,97,111,43.83,15.89,55,248,2
47,0,170.7,69.05,22.022913,88,136,40.34,7.62,40,204,4
32,0,172.5,73.97,14.396244,91,143,46.06,15.32,44,259,1
58,1,154.4,57.28,31.668738,58,118,18.9,22.69,41,134,2
28,0,170.0,62.62,14.023816,84,132,39.54,21.95,43,207,3
25,0,174.9,85.2,22.540334,77,136,38.38,6.44,44,211,4
32,0,176.8,74.35,32.051737,76,127,48.74,10.18,48,247,2
39,1,156.0,57.12,29.768718,98,121,21.65,22.22,25,144,2
36,1,163.3,58.59,18.814855,87,130,24.17,21.24,16,143,1
62,1,164.8,57.06,34.847472,98,131,20.68,26.72,43,158,2
26,0,182.6,92.03,12.837223,81,126,43.2,19.38,26,264,1
61,0,182.2,72.82,21.06578,73,133,40.58,13.78,43,237,3
56,1,161.0,52.76,35.527123,57,119,32.81,28.4,11,137,1
60,0,178.4,80.35,10.364047,66,146,46.6,18.26,63,245,1
56,0,171.9,69.19,31.835318,80,115,31.44,11.12,30,200,2
33,0,173.9,69.26,29.063048,66,133,34.46,18.43,47,195,1
52,0,169.1,90.33,16.215433,84,130,49.88,18.64,48,253,4
23,0,174.5,70.05,26.181768,82,115,33.49,11.58,34,225,1
29,0,173.8,82.29,9.566471,79,136,39.71,10.76,23,258,2
37,0,177.7,71.5,25.000665,79,141,39.23,15.66,20,211,1
62,0,169.8,95.57,26.952632,79,154,43.72,7.95,20,200,2
21,0,182.3,82.51,13.434996,96,140,43.67,2.48,45,231,1
53,1,163.8,55.48,27.475739,71,106,25.14,-3.15,27,122,3
58,0,167.3,62.73,29.306508,77,112,24.91,17.38,57,155,2
35,1,161.4,62.88,20.314445,85,118,23.03,23.76,53,182,1
29,0,180.1,70.07,16.243991,88,131,41.24,17.7,32,235,1
47,0,173.7,91.95,31.438254,85,158,42.86,6.97,53,195,4
22,1,167.6,71.66,27.503222,63,143,29.92,22.28,29,210,1
58,1,166.8,69.58,18.815341,88,125,23.89,23.57,42,188,2
23,1,159.2,56.05,31.722829,56,111,28.23,22.96,52,187,3
24,1,168.9,52.9,28.159715,83,131,22.92,24.32,42,189,2
55,0,161.7,61.7,15.073463,98,111,31.29,18.62,42,221,4
49,1,162.5,59.79,28.486411,78,122,20.05,27.35,31,157,2
45,1,162.5,56.91,31.30975,79,121,28.2,23.85,43,169,2
60,0,170.9,68.39,16.913324,76,137,35.73,14.46,28,137,3
23,0,172.2,67.56,27.306551,73,123,47.34,14.25,41,191,1
25,0,174.9,88.51,21.042624,71,139,47.24,13.05,44,170,4
49,0,172.4,76.89,31.183609,80,119,39.07,10.17,42,241,4
38,0,181.3,81.77,26.128834,86,108,45.95,18.56,58,224,1
34,1,169.4,66.89,29.064699,84,123,22.22,23.34,28,191,4
24,0,178.7,71.14,27.680537,85,134,57.49,14.96,42,217,2
34,0,180.2,87.49,15.18112,94,140,46.12,18.26,53,247,2
44,1,159.9,58.61,27.747955,80,103,25.15,15.75,31,149,2
22,0,167.8,60.35,25.950092,82,138,33.79,25.67,42,153,2
24,1,162.4,68.38,20.823222,85,111,31.3,13.29,31,187,2
31,0,167.2,94.46,15.277215,89,148,53.6,7.42,20,213,4
34,0,180.0,75.63,25.286759,85,147,55.17,0.35,48,174,2
51,0,179.3,73.55,17.896993,86,135,41.5,19.73,24,179,2
41,0,181.2,71.01,25.052843,70,158,43.68,5.98,33,177,3
62,0,166.9,61.07,25.607763,85,133,36.25,19.21,43,156,3
22,1,155.8,70.1,25.890427,86,119,23.54,24.76,28,149,4
59,0,184.6,72.17,26.949416,78,144,41.45,9.92,16,230,4
60,0,180.3,82.42,14.265315,76,129,46.36,15.08,56,248,2
46,1,158.3,49.84,27.413014,70,106,21.85,28.48,29,134,1
27,1,168.4,75.87,29.372356,67,145,41.1,12.82,31,156,4
47,0,161.8,70.32,22.014798,75,134,44.92,28.98,48,199,2
25,0,169.7,80.14,13.50978,88,147,55.08,18.56,48,245,2
47,0,169.0,66.9,26.305515,92,132,23.59,7.45,51,183,4
34,1,155.1,49.12,31.9538,82,115,17.78,21.24,32,129,2
43,1,163.5,52.01,27.264256,76,112,32.51,23.82,33,201,4
63,0,172.6,71.11,20.155486,67,145,38.94,15.32,27,208,3
28,0,180.9,90.71,15.48778,87,144,35.37,17.79,24,241,2
36,0,163.0,71.31,20.411064,95,135,27.32,14.91,28,195,1
24,1,160.8,48.82,26.451632,77,117,19.48,24.8,30,141,1
57,1,166.3,59.33,35.446722,85,115,19.56,23.79,37,122,2
30,0,171.0,75.07,22.938079,75,132,42.32,10.06,53,248,2
41,0,172.3,62.11,25.233164,82,131,51.57,18.33,47,217,2
50,0,169.3,69.71,24.928333,87,144,34.41,25.09,23,206,2
24,1,164.7,50.5,18.541103,84,107,25.26,22.37,22,139,1
27,0,176.3,71.33,21.941608,73,130,51.58,19.87,39,210,1
26,0,178.7,78.14,13.60198,84,145,41.97,14.65,46,247,2
61,0,178.7,93.5,24.060717,95,152,45.87,11.54,23,201,3
53,1,160.6,56.35,29.149001,78,115,26.11,13.67,13,177,4
30,0,172.9,83.0,18.185468,88,122,32.6,13.03,29,203,2
49,0,177.9,76.88,27.060498,96,111,39.29,18.08,43,212,1
27,0,175.5,75.81,21.514041,61,143,45.45,15.96,46,243,1
24,0,171.6,74.05,14.418869,65,126,46.62,18.81,47,203,2
61,0,167.0,80.27,29.499782,74,141,34.03,12.95,16,185,4
26,0,170.5,73.16,14.391655,87,129,42.44,1.5,57,176,4
23,0,179.8,72.64,28.946719,91,129,24.29,26.62,49,212,2
36,0,173.2,83.96,17.382856,83,114,44.08,10.44,43,221,1
24,0,169.4,78.15,20.507176,95,117,40.91,16.32,40,192,2
21,1,167.2,52.02,19.711923,72,118,23.3,21.67,36,136,3
53,0,179.3,85.5,16.89357,87,138,49.84,20.27,52,250,1
61,1,162.2,50.86,28.344595,72,121,22.96,8.66,39,129,3
33,1,154.3,51.48,17.347469,54,115,23.04,29.84,53,162,1
23,0,180.8,85.68,9.023549,89,133,42.31,11.8,63,237,2
58,1,156.4,63.55,28.648805,84,118,20.09,18.57,33,186,4
58,0,166.3,66.0,27.203788,93,122,44.37,8.0,38,132,4
61,0,176.2,67.48,29.675889,86,145,39.23,26.14,32,188,4
30,0,171.7,65.77,25.451717,85,114,44.3,22.96,35,201,4
25,1,160.1,56.58,26.406985,55,109,21.59,24.02,35,166,1
22,0,166.2,72.76,27.87652,87,125,22.33,11.75,18,106,4
61,0,165.9,83.51,19.813111,80,150,43.97,15.81,48,205,2
59,0,171.7,71.39,23.867101,64,141,40.77,0.14,27,196,2
48,1,156.2,61.37,29.597132,55,110,21.72,27.04,22,134,2
27,0,183.2,87.46,9.567363,75,128,55.88,18.0,56,265,1
38,1,158.0,52.87,30.032796,64,111,22.82,24.17,54,162,4
31,0,169.0,92.31,11.2589,73,148,42.22,15.74,59,250,2
23,1,162.5,51.97,25.240856,81,118,19.67,21.51,30,155,2
55,0,157.9,88.07,26.87815,77,128,37.23,16.59,26,157,2
26,0,173.7,89.08,13.557087,61,125,54.12,18.38,49,249,1
58,1,164.6,53.02,14.646029,94,122,21.08,23.97,16,181,1
21,1,168.4,60.73,26.052805,85,143,24.97,21.81,48,142,1
61,1,161.3,61.43,30.133692,83,123,22.66,5.74,26,151,4
53,0,184.4,82.3,15.6401,88,135,53.16,10.24,49,218,4
44,1,162.2,68.77,26.359803,58,110,23.13,12.71,37,169,1
22,1,155.0,55.11,27.416415,78,116,23.0,22.29,14,155,2
62,1,159.6,55.39,32.388667,72,110,20.67,20.84,48,110,2
50,0,174.1,58.41,34.66681,92,140,25.84,12.32,39,155,2
21,0,171.6,85.37,14.083631,85,121,48.16,18.39,38,185,4
53,1,163.7,50.48,20.533116,87,121,21.52,24.25,33,111,4
51,0,178.4,69.7,13.579511,78,122,38.95,18.53,32,207,2
23,1,160.1,65.37,27.411812,80,112,36.42,16.72,51,187,2
46,0,168.4,79.81,15.545663,85,130,42.27,16.48,42,237,4
22,1,160.0,50.23,28.15976,68,109,20.84,4.76,32,134,3
30,0,168.9,74.34,31.865492,82,121,32.58,4.91,37,197,2
23,0,168.5,67.55,26.345865,98,119,45.82,21.98,28,212,4
41,1,161.6,47.78,24.976948,83,110,24.91,28.16,40,164,3
36,1,157.4,54.56,16.583905,75,122,23.06,16.72,41,140,2
53,0,178.4,93.77,20.96831,70,148,35.77,10.94,25,211,2
45,0,165.3,56.61,17.192222,78,110,41.74,28.78,21,166,2
30,1,158.3,56.24,23.93032,63,109,21.37,29.39,41,158,2
57,1,162.6,58.21,32.552652,82,110,19.26,7.63,39,148,4
27,0,179.6,75.9,9.0,84,127,51.65,20.32,48,255,1
54,0,168.8,74.01,14.630527,87,139,46.33,15.6,31,194,1
45,0,178.8,75.8,17.60598,95,123,44.28,8.81,42,181,1
61,0,177.6,72.44,21.658236,76,145,50.34,10.55,48,239,4
27,0,181.5,71.29,10.958058,74,130,51.69,19.48,56,265,1
39,1,164.0,63.65,22.228031,77,132,25.79,18.75,42,220,2
23,0,177.2,77.24,10.712747,78,134,54.04,9.73,57,243,3
24,1,162.5,66.27,25.943538,71,119,34.83,20.08,35,209,4
63,0,167.6,68.79,18.218221,94,150,32.49,4.61,33,157,4
60,0,184.8,91.03,15.55961,72,126,41.73,16.87,48,231,3
24,1,162.5,56.25,25.610173,79,115,30.46,22.62,49,168,1
62,0,173.2,66.72,31.933138,91,144,33.97,8.86,19,240,2
38,0,176.6,92.49,18.594685,63,141,44.76,17.39,27,221,4
35,0,182.6,79.93,14.081388,67,141,53.21,18.43,50,251,1
33,1,157.9,59.2,29.065317,98,129,34.95,19.62,45,172,4
61,1,154.4,62.21,28.273694,89,119,30.78,19.98,51,140,4
30,0,176.9,86.44,29.649159,84,144,39.17,9.09,55,247,1
37,0,174.9,61.99,21.407711,80,120,46.22,11.93,31,202,4
29,0,183.5,72.19,23.896401,83,122,41.04,10.37,40,226,1
52,1,164.1,70.02,29.655431,85,130,31.57,-8.36,24,133,3
23,0,172.5,78.96,25.22082,92,136,54.52,19.82,45,214,2
24,0,169.9,62.88,16.023446,85,116,18.73,13.64,29,192,3
46,1,157.3,61.24,28.751665,72,115,28.6,27.03,50,126,4
38,1,168.9,53.39,32.844766,99,123,31.08,28.89,53,155,2
26,1,164.9,63.89,31.387211,81,122,37.09,0.63,37,199,3
22,0,168.7,71.28,28.185476,82,121,21.64,-5.19,19,192,4
26,1,158.7,58.05,20.090231,81,119,20.22,20.14,52,158,2
27,0,167.9,62.79,21.435995,89,108,43.68,22.94,42,194,1
27,0,178.2,73.31,26.478847,89,141,45.64,12.72,21,216,3
47,0,160.0,67.7,27.426,98,150,32.14,18.42,49,162,4
62,0,162.0,69.86,27.858294,93,135,40.85,3.09,21,193,2
38,0,173.0,75.93,15.866982,68,147,37.43,9.38,53,249,4
60,1,158.8,54.85,18.216449,71,119,23.75,23.35,36,142,2
30,0,171.5,92.24,14.928032,75,139,57.51,14.86,36,231,2
26,1,158.2,54.55,28.37679,56,115,21.51,27.38,26,192,4
22,1,160.3,48.68,20.799219,57,117,20.72,12.43,48,153,4
23,1,164.4,55.17,36.122185,88,116,22.52,26.08,46,162,2
53,0,168.1,66.73,25.6058,78,118,22.88,8.63,31,191,3
24,0,185.0,88.39,23.406042,66,148,46.65,20.87,46,222,3
33,0,182.1,84.3,22.423126,89,139,44.45,15.58,42,241,1
22,1,161.9,53.78,28.431701,75,133,25.33,23.32,39,169,4
23,1,164.7,50.3,26.006437,74,118,24.41,24.0,32,158,3
41,0,162.8,74.67,18.216391,57,122,36.29,3.62,35,150,2
31,1,164.1,64.52,26.503112,66,110,28.39,23.48,37,161,2
23,1,170.7,48.75,15.038778,82,119,35.37,16.25,30,207,1
28,0,182.1,94.95,11.704538,62,122,51.54,20.4,61,258,1
55,1,155.4,59.48,33.420482,82,155,40.06,8.13,8,163,4
63,0,164.3,73.99,28.46982,97,121,32.25,14.29,31,190,3
51,1,155.7,47.51,19.801369,73,116,21.57,8.12,49,152,1
26,0,167.5,93.26,16.534617,77,153,47.2,8.57,42,231,4
21,0,178.7,72.07,32.01595,88,133,41.64,5.73,15,239,4
36,0,172.0,64.23,13.303747,90,158,39.18,10.96,20,232,4
58,0,167.5,76.31,16.44288,91,137,38.96,5.33,20,207,4
27,0,179.5,67.26,25.852818,87,143,42.08,10.73,41,215,3
27,0,171.1,70.95,18.568974,72,134,43.66,18.94,50,193,4
23,0,173.6,81.15,32.303241,79,152,37.16,15.45,18,168,3
30,0,182.9,89.48,21.203807,78,141,39.39,5.64,42,204,4
57,1,164.0,48.18,27.271098,75,116,25.7,25.9,37,189,3
