age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
47,0,169.7,57.47,35.798269,94,128,37.54,-8.58,18,132,4
64,1,158.1,51.35,26.311592,86,119,22.0,-4.37,13,138,4
45,1,162.2,57.41,17.145478,79,111,28.86,1.81,28,178,1
22,1,158.6,64.51,27.136761,83,130,32.76,21.08,38,179,2
57,0,164.5,62.68,34.691051,74,131,23.24,-9.02,30,151,4
26,0,166.9,62.2,23.334782,61,121,38.87,18.6,50,222,1
63,0,174.9,76.25,34.597958,96,139,44.1,11.69,19,137,4
22,0,177.2,69.81,14.572196,82,132,54.57,21.38,50,222,2
22,0,178.4,73.65,13.660871,79,149,45.6,17.89,46,229,3
52,1,172.9,70.86,36.018384,77,136,22.52,13.21,23,126,2
30,1,165.7,61.08,19.905341,63,112,41.76,20.41,46,228,1
23,1,167.4,62.81,18.218407,76,138,24.09,25.33,62,211,1
34,0,167.6,65.23,27.061654,62,124,46.94,19.2,39,233,1
63,1,167.2,55.48,17.116092,84,110,29.2,21.61,53,204,1
28,0,169.0,55.76,18.516832,69,130,33.0,12.8,51,194,2
22,0,175.7,78.3,16.687984,84,138,37.21,5.85,42,255,3
22,1,165.7,68.76,25.774362,87,109,42.31,16.1,38,157,2
22,1,167.1,67.49,18.117848,64,118,52.21,25.5,58,192,1
30,1,163.4,55.81,20.295674,71,136,43.14,18.94,54,190,1
30,0,177.4,73.93,15.799628,75,147,47.32,18.58,47,251,3
42,0,174.8,91.19,21.88727,81,145,45.53,20.18,41,232,2
22,0,184.0,85.54,17.173165,88,125,46.05,5.81,40,213,3
22,0,176.7,63.1,17.156338,77,150,47.96,15.88,46,220,3
22,1,161.3,55.82,25.602682,76,109,28.75,23.76,39,135,1
29,0,170.5,88.74,14.944193,78,150,46.69,14.74,62,247,2
59,1,160.4,53.08,24.811589,75,110,31.29,26.08,29,173,1
40,0,176.7,71.46,13.503078,81,103,46.32,21.54,42,238,2
22,1,160.8,55.72,30.831294,72,125,23.38,21.77,24,157,1
59,0,175.8,79.62,35.474597,98,145,44.67,17.27,37,239,3
50,0,173.6,82.57,17.328631,89,121,47.66,7.94,44,248,4
61,0,152.4,55.36,35.494827,97,153,24.88,8.74,29,115,4
50,0,174.0,88.66,21.170883,98,144,45.95,11.51,33,196,3
41,1,165.4,67.58,18.967859,61,110,29.58,16.45,56,199,2
52,1,166.8,51.81,20.923676,79,139,34.26,17.48,35,223,1
23,0,180.4,66.15,14.038197,77,127,47.85,17.32,53,257,3
22,0,176.9,61.66,12.883964,83,135,40.93,15.71,50,229,3
46,1,165.0,81.45,36.981322,73,137,40.04,11.18,30,112,4
42,0,174.1,84.2,34.061413,97,153,49.43,13.98,31,232,3
23,0,168.0,55.57,17.785577,68,115,43.82,18.47,37,233,1
39,0,172.8,71.31,18.401816,75,147,50.25,15.95,48,247,3
38,0,170.9,74.27,18.82502,96,144,47.33,3.29,28,127,4
32,0,175.1,65.0,17.161489,77,124,38.72,11.21,45,243,2
53,1,154.6,64.85,28.052758,84,147,29.34,12.2,8,126,4
23,0,169.2,60.41,16.690923,86,112,52.78,22.17,45,224,3
48,1,168.8,49.81,22.396213,67,131,27.39,7.72,28,145,3
21,0,167.6,67.69,20.191825,80,125,46.24,16.35,52,236,3
61,1,178.6,74.05,20.298157,70,99,19.25,-6.84,44,185,4
35,1,168.2,57.3,16.237229,62,120,32.68,22.8,32,168,2
46,0,175.2,76.65,19.91134,98,121,49.58,11.35,42,247,3
25,0,173.2,82.64,23.742327,70,136,44.45,-1.65,44,197,3
61,1,158.5,57.57,25.743038,79,111,26.89,4.03,16,173,4
31,1,171.0,64.39,26.537381,81,126,42.5,19.02,53,245,1
61,0,180.4,91.28,32.82493,94,145,41.8,4.5,22,196,4
40,0,170.0,83.38,23.772033,77,152,31.62,12.6,38,152,3
40,0,173.9,73.78,19.824495,82,129,44.58,12.81,45,255,2
31,0,177.1,64.86,13.05689,86,136,39.91,6.57,53,179,3
21,1,165.6,74.51,27.079585,76,140,31.15,21.87,43,194,3
38,0,170.6,52.49,28.257159,89,114,40.62,9.91,32,176,3
60,1,161.6,52.46,26.88926,79,153,27.97,12.16,39,173,4
53,0,181.3,68.3,14.938545,77,139,48.21,7.42,50,250,3
64,0,156.0,86.32,34.20269,96,152,36.76,11.54,23,104,4
40,0,162.2,59.29,29.698684,88,147,36.25,6.73,47,190,3
48,1,162.9,54.26,18.988724,72,103,27.35,17.79,50,164,1
23,0,168.7,79.21,27.267488,78,137,35.91,9.52,41,190,4
58,1,163.3,51.01,23.398704,83,111,22.35,22.27,30,155,4
24,0,181.8,69.34,9.917712,76,148,47.1,16.34,47,257,3
61,1,159.0,61.99,25.664161,71,119,23.39,-5.64,11,130,4
31,0,178.6,75.55,17.379485,75,115,50.26,12.8,46,252,2
23,1,172.3,74.99,18.224682,76,137,36.8,13.48,46,200,1
51,0,167.4,67.87,18.928165,85,143,46.13,17.29,36,229,3
40,1,160.9,56.25,26.861526,79,116,35.13,-1.69,24,167,1
23,1,157.5,54.4,16.422937,75,116,25.34,26.45,32,186,1
31,0,169.9,64.23,18.157786,73,122,48.27,16.29,48,250,2
23,0,171.6,72.24,23.382709,69,136,48.72,13.56,36,243,3
49,0,163.1,61.25,31.949203,98,136,24.51,-5.25,21,137,4
51,1,160.0,59.82,33.636362,70,126,21.59,18.7,26,139,3
23,1,167.0,59.44,29.009886,77,121,33.98,18.02,55,161,1
43,1,165.7,56.67,16.240013,71,110,28.92,22.72,24,154,1
28,0,166.3,72.57,24.982277,78,145,30.61,15.86,44,174,3
23,1,170.6,56.67,15.633569,77,112,29.1,19.85,52,186,1
44,0,169.8,64.78,20.186617,87,155,49.97,8.06,44,244,3
54,0,168.3,73.58,19.534337,85,131,45.8,11.99,42,205,4
64,1,159.5,59.51,25.662099,73,128,23.67,-0.89,37,160,4
32,0,169.7,61.63,18.684501,88,125,47.04,18.48,53,231,3
22,0,171.3,63.52,14.335484,85,131,49.2,15.52,60,203,2
61,1,162.8,49.26,17.607935,61,114,36.56,24.82,34,176,1
64,1,163.1,58.26,29.92514,82,151,19.05,-5.2,14,94,4
64,1,159.6,56.43,35.880465,84,152,21.65,-2.5,12,115,4
54,0,174.6,79.1,21.408474,80,124,51.08,10.78,34,200,4
22,0,163.6,51.45,30.671777,76,140,28.07,8.78,38,167,4
27,0,167.9,63.11,18.113921,57,128,39.98,20.44,51,214,2
31,0,169.7,65.76,21.576178,66,120,52.59,22.71,54,230,1
22,0,166.8,60.8,19.18618,59,116,45.87,19.63,43,237,3
23,0,170.5,62.34,19.657384,58,112,39.83,17.8,51,252,2
51,1,167.0,53.3,25.091605,76,130,25.0,25.13,31,176,2
23,0,167.6,62.79,15.537044,62,138,46.85,16.35,44,215,3
34,1,166.5,57.76,17.246282,57,109,29.07,21.47,47,182,1
50,0,167.3,75.8,35.99059,86,139,43.57,8.22,50,203,3
57,1,165.9,58.14,25.659201,89,139,36.26,22.63,40,150,4
56,1,163.0,50.15,14.561286,95,113,23.94,20.0,12,171,3
34,0,175.9,77.02,17.451725,88,135,44.79,18.48,31,222,3
50,0,173.6,83.85,19.620245,84,128,51.6,22.3,50,214,3
52,0,174.8,83.52,14.756502,88,144,42.35,13.99,34,171,2
22,1,168.7,55.38,15.947753,78,118,31.19,16.52,39,203,1
53,1,158.6,52.43,29.252543,80,134,25.69,16.45,42,167,1
55,1,161.7,61.91,24.954111,62,116,25.12,21.79,26,189,1
23,0,162.8,60.08,21.678457,82,119,38.87,11.72,38,252,2
38,0,178.0,83.62,21.534431,96,157,47.19,3.38,41,170,3
36,1,160.1,54.43,24.477582,67,113,21.97,22.07,49,130,2
49,1,163.4,60.55,28.144334,84,131,25.52,11.27,18,150,4
22,0,175.7,71.22,21.534405,89,135,33.87,6.14,34,172,3
30,0,166.6,62.45,20.533286,72,113,48.84,13.31,58,257,1
22,0,176.1,63.01,14.039681,72,132,35.5,19.32,43,215,1
43,0,164.5,64.3,18.389836,79,126,41.85,15.54,50,265,2
34,0,172.2,61.02,15.465202,79,121,50.22,13.23,44,245,2
23,1,154.5,59.56,29.129351,71,124,24.05,21.65,29,170,1
45,0,178.5,57.43,29.273862,79,142,22.26,18.42,41,191,3
39,0,173.8,84.48,16.691361,80,132,43.14,12.46,47,231,3
64,0,178.5,75.03,33.872525,83,138,50.85,-4.92,27,170,4
51,1,158.1,54.07,29.907997,72,116,25.33,27.03,31,114,1
39,0,175.8,71.24,22.60409,79,138,49.08,7.98,37,226,3
55,0,177.0,82.15,30.559087,96,147,47.28,3.0,32,174,4
53,0,165.9,92.87,25.721573,80,119,42.99,13.55,31,214,2
51,0,173.8,87.79,12.047476,79,148,53.32,7.88,51,236,3
55,1,162.3,47.61,22.937086,79,127,40.42,13.59,34,141,4
24,0,174.1,74.11,26.720157,94,143,33.56,11.07,23,203,4
52,1,159.7,51.22,17.71666,73,107,25.58,26.51,24,154,1
28,0,170.8,70.57,22.978151,82,149,39.17,12.95,25,188,3
51,1,165.1,46.86,30.307087,80,127,27.17,17.31,31,178,2
36,0,171.3,55.97,17.347115,81,139,41.08,22.73,45,186,3
29,0,176.0,75.86,19.175364,84,137,41.6,15.24,48,239,3
40,1,162.5,50.65,16.873636,76,106,30.79,22.15,50,195,1
56,0,178.1,70.71,23.961534,82,147,42.8,7.51,49,219,3
41,0,164.7,56.6,25.380368,87,123,43.77,20.95,45,237,1
52,1,159.4,60.96,18.152851,76,106,29.95,25.26,36,129,1
23,1,164.6,56.59,17.444528,82,117,22.29,27.83,48,173,1
24,1,168.5,59.88,24.076761,61,118,31.91,26.3,48,187,1
28,0,175.4,73.89,24.01995,86,155,55.0,10.78,55,262,3
63,1,155.8,57.94,33.824203,78,122,18.11,2.01,13,126,4
64,0,157.3,88.36,33.509303,84,136,19.91,1.44,12,185,4
33,0,163.1,71.56,20.455967,75,122,51.65,21.51,52,251,1
41,1,169.2,65.46,16.241814,76,130,33.34,16.5,44,183,2
31,0,170.4,64.49,16.201128,77,126,44.37,14.67,56,237,1
59,1,158.7,53.42,24.771865,67,114,24.13,28.38,25,135,1
64,0,162.5,77.8,18.173488,97,137,37.45,-8.47,6,158,4
39,0,176.3,79.63,22.059896,80,146,49.83,1.79,50,241,2
28,0,177.7,77.88,17.241023,71,150,43.75,20.07,42,256,2
33,0,173.7,72.85,20.514426,77,146,51.47,14.49,51,265,2
23,0,172.8,81.96,17.146254,67,122,37.77,18.36,52,251,2
50,0,173.8,77.53,24.250344,85,158,33.9,7.03,35,172,4
21,1,168.4,53.3,25.628599,73,104,23.4,1.93,46,188,2
22,0,176.4,65.16,18.869008,80,141,45.91,23.17,44,229,2
37,0,177.7,80.86,31.768404,87,133,49.1,10.86,14,168,4
22,0,162.7,63.54,17.188719,68,138,43.17,18.64,47,237,1
34,0,172.7,68.64,16.459094,76,135,48.8,17.27,50,242,1
36,1,168.5,61.46,20.749998,75,122,28.9,23.02,41,229,1
28,1,168.0,74.04,32.255499,90,106,40.86,18.79,18,160,1
27,1,163.6,51.63,16.321777,76,127,34.08,20.17,52,189,1
23,1,173.4,58.78,32.08424,66,114,29.72,21.1,46,191,1
23,1,169.5,60.85,24.773492,82,116,31.75,22.11,36,187,1
48,0,176.7,85.18,27.240604,85,157,41.17,4.3,11,197,4
50,1,176.1,51.81,27.07529,87,116,35.23,13.25,27,121,3
36,0,174.9,82.89,25.476119,80,138,45.58,15.14,47,247,3
61,0,177.7,80.7,23.102657,88,137,47.23,15.38,49,195,4
64,1,163.6,59.71,30.965007,81,133,19.58,8.26,4,117,4
29,0,175.9,69.8,20.90604,89,145,42.53,15.4,55,232,3
31,0,173.8,57.58,16.006626,76,121,50.81,12.58,55,234,2
56,0,182.5,81.42,31.493076,95,144,44.56,-8.4,25,180,4
53,1,160.8,60.61,27.227131,81,114,24.48,8.85,16,128,4
22,0,174.8,66.06,15.971846,71,146,49.22,16.98,48,251,2
31,0,176.6,63.99,23.853204,74,147,46.44,15.48,46,231,3
22,1,170.1,56.88,25.767123,89,124,43.97,21.67,35,186,3
22,0,169.9,58.32,18.390536,63,128,43.56,20.25,54,243,1
34,0,163.4,68.67,22.972204,60,124,47.48,15.82,47,260,1
43,0,170.3,64.32,21.327019,79,116,49.53,15.16,44,221,3
51,1,166.0,54.1,32.495981,93,114,37.18,9.11,46,167,4
61,1,159.0,59.51,38.58107,85,127,25.98,12.92,1,120,4
44,0,155.7,69.61,24.008012,85,124,19.91,9.54,22,183,4
39,0,175.1,64.45,21.82359,80,139,48.17,22.14,43,212,2
32,0,173.9,76.45,20.80147,86,147,54.8,19.68,37,218,2
45,0,169.6,58.3,19.857917,79,155,39.53,9.3,41,180,4
42,0,172.5,71.61,23.548771,82,157,38.82,-1.35,3,176,4
49,0,167.4,73.63,26.528794,92,157,43.79,6.46,17,108,4
52,1,164.7,61.25,21.570541,79,119,31.74,19.97,35,184,1
34,0,165.5,67.22,18.199493,82,139,49.26,22.72,45,242,2
23,0,173.9,61.32,18.744756,83,123,53.18,16.26,41,233,2
43,0,174.2,80.75,24.190491,89,139,51.8,-4.92,32,161,4
23,1,162.3,57.6,16.179357,68,127,21.34,26.37,38,200,3
35,1,166.5,63.58,20.227628,58,113,33.9,21.45,56,182,1
50,0,174.5,77.01,23.420995,81,147,46.4,15.15,49,234,2
58,0,176.1,76.91,20.020953,88,138,47.46,18.01,39,221,3
62,0,178.2,87.25,24.227039,93,141,38.08,8.34,20,216,4
27,1,174.3,61.98,19.764585,72,124,48.61,21.66,57,189,1
32,1,160.6,73.17,24.645787,80,119,36.57,6.84,47,214,3
39,1,164.5,49.87,33.317141,63,110,24.36,27.05,22,183,3
22,1,166.9,59.8,19.099382,71,115,29.64,27.06,49,198,1
54,0,178.4,83.57,27.834614,88,143,40.69,-0.01,18,228,4
29,0,171.3,60.86,17.427753,64,124,43.1,14.28,50,259,2
40,0,175.9,80.38,17.38743,66,140,47.32,16.1,47,207,3
28,0,177.1,88.06,20.957903,87,148,32.25,7.43,22,182,4
21,0,179.2,74.02,24.102113,84,153,46.39,19.21,31,192,2
22,0,168.1,54.36,19.780618,65,114,42.12,18.21,47,203,2
34,0,175.0,83.48,21.483661,96,144,46.59,13.47,44,229,3
45,0,176.3,73.68,20.137975,81,136,32.9,11.05,37,182,3
58,0,179.9,75.19,33.943128,90,143,44.13,8.72,33,143,4
27,1,170.3,74.61,16.538742,77,128,30.75,19.89,46,190,1
60,1,166.0,59.2,32.680211,95,125,22.84,9.73,18,126,4
39,1,164.7,50.86,22.881093,76,115,28.86,27.36,43,159,2
22,1,170.1,50.66,19.022281,74,105,33.28,21.2,52,171,1
56,1,161.1,58.74,32.440778,86,150,23.33,6.95,1,127,4
44,0,169.5,64.33,21.767772,88,134,38.34,17.86,36,177,3
32,0,174.6,79.31,21.425518,64,154,50.03,19.41,42,221,3
33,0,170.3,60.65,13.801157,63,135,46.31,15.01,59,258,2
64,0,169.6,64.82,30.176526,99,136,33.64,10.11,2,194,4
26,0,169.6,55.9,33.758585,83,154,46.12,5.82,22,196,3
22,0,171.0,66.61,19.598901,60,151,41.78,18.61,52,248,2
22,1,159.1,55.43,20.041521,63,101,35.59,27.61,47,168,1
49,0,175.8,65.09,33.379009,77,151,39.49,11.76,11,219,4
62,1,157.8,59.95,33.857688,86,127,24.73,7.42,6,124,4
56,1,158.2,51.42,32.428018,76,129,26.12,10.06,21,117,3
51,0,171.1,77.39,25.177686,96,141,48.02,5.15,27,229,3
40,0,172.2,81.77,18.220334,80,137,41.73,3.24,47,230,4
35,0,176.1,71.6,18.046019,87,119,45.03,17.45,43,249,2
22,1,167.6,62.41,20.601739,87,127,34.8,21.33,52,188,1
56,1,159.0,57.9,31.785578,74,115,24.82,14.73,20,134,1
41,0,155.8,60.65,21.86258,85,144,19.25,-2.12,10,199,4
51,0,167.6,78.74,29.697124,96,130,41.38,5.55,31,178,4
39,0,170.2,67.97,24.761228,72,134,35.53,10.5,51,199,2
29,0,176.3,67.4,17.473592,69,133,43.76,17.22,50,255,2
28,0,167.1,68.48,28.102667,76,103,52.03,17.1,53,220,1
63,0,169.7,88.99,30.361638,94,152,45.35,1.71,16,142,4
50,0,167.7,58.88,24.429273,87,117,34.73,12.87,30,224,4
58,1,162.5,53.87,17.365918,76,119,29.07,25.83,44,177,1
27,1,165.4,57.55,25.729254,86,126,25.78,29.01,24,145,3
29,1,165.1,53.79,21.1265,83,119,28.54,24.94,58,202,1
22,0,173.0,81.64,27.688484,79,139,44.0,2.95,42,236,2
42,0,174.0,72.09,30.497009,84,145,54.19,11.21,39,174,4
28,0,167.3,65.66,26.78037,91,119,40.65,19.06,49,196,2
23,0,170.5,58.72,16.650953,65,121,47.05,14.95,44,241,3
34,0,173.1,67.72,20.147542,64,128,51.59,15.8,47,237,3
23,0,171.4,80.58,22.230621,82,144,45.27,3.65,53,170,3
48,0,169.0,82.85,35.132077,73,103,33.21,12.43,23,188,4
62,1,154.8,50.42,34.338938,80,148,24.76,-6.95,1,95,4
23,0,176.1,90.57,29.753843,98,133,37.26,10.51,28,224,3
27,0,163.5,79.37,35.237399,97,142,31.28,16.65,30,189,4
23,0,175.3,68.56,21.859498,78,137,45.43,14.31,41,234,3
52,0,172.3,53.26,17.269087,63,141,32.49,-4.45,34,190,3
30,0,172.7,80.19,15.952186,86,122,55.06,18.51,48,216,1
29,1,166.3,59.16,20.25154,69,113,36.22,23.25,52,214,1
31,1,166.5,53.18,20.448295,78,132,31.82,17.66,42,193,1
23,0,173.6,89.1,26.079366,76,130,49.25,6.95,50,225,3
32,1,162.6,55.78,25.914883,65,113,24.56,26.12,55,186,1
34,0,177.5,74.83,16.671212,78,139,39.78,15.1,49,234,3
37,0,177.6,67.18,22.428546,87,140,45.8,6.71,34,196,4
64,0,162.9,89.09,36.116276,89,156,23.01,9.66,21,99,4
63,1,162.1,56.15,32.525271,73,125,25.65,29.0,19,164,2
45,1,163.4,53.79,20.678795,80,114,32.02,20.67,30,175,1
22,0,174.2,85.0,21.743976,84,115,37.47,21.95,34,208,2
26,0,167.6,60.89,26.376082,78,108,35.45,19.24,45,242,2
43,0,175.1,77.41,23.433536,89,121,48.84,22.0,44,229,2
21,0,178.4,75.32,15.093413,79,143,37.89,15.36,38,243,2
32,0,167.2,68.69,16.294572,63,110,51.17,14.4,47,231,1
32,0,164.7,58.65,15.670235,81,132,44.84,15.81,43,210,2
31,0,169.2,67.06,22.450101,87,102,51.42,12.46,44,241,3
60,0,171.8,91.5,22.941884,83,147,50.7,2.29,55,135,3
23,0,172.6,63.87,17.239251,59,125,42.41,12.92,60,256,2
26,0,170.1,72.43,14.264262,62,128,43.73,20.21,41,200,1
54,1,158.5,52.33,32.246941,83,134,25.87,9.5,29,113,4
60,1,159.2,56.67,34.706506,86,152,22.05,-1.54,1,140,4
26,0,176.4,76.95,20.185409,79,149,54.18,13.51,48,251,3
25,0,168.3,67.08,18.934203,75,150,45.66,19.07,51,221,3
29,0,174.8,74.31,17.941417,77,144,44.03,7.8,42,245,3
23,1,155.2,49.07,17.470918,83,127,25.1,24.55,20,131,4
64,1,159.8,57.34,29.540804,70,118,25.33,15.6,38,187,1
23,0,171.8,73.1,23.260913,57,128,39.87,10.16,46,256,2
26,0,180.2,61.11,13.265083,88,142,42.48,17.25,57,247,3
32,0,177.3,81.68,24.241642,78,135,45.85,14.54,33,190,3
22,0,168.2,60.74,21.82363,81,107,51.27,18.85,46,241,1
22,0,175.6,64.7,19.249592,79,117,49.36,25.0,41,239,2
24,1,165.2,64.18,19.986558,63,119,37.21,20.81,52,185,1
23,0,172.7,65.66,22.206612,60,125,53.47,14.85,45,242,1
42,1,162.3,59.99,17.954557,57,106,31.76,24.78,50,165,1
24,1,163.1,54.98,18.360542,63,115,29.23,26.36,51,185,1
64,0,178.5,80.47,30.821416,95,149,48.58,-0.04,31,127,4
22,1,159.5,76.13,26.430608,85,117,32.73,23.28,45,203,2
41,1,172.2,62.25,30.923714,82,114,28.63,24.76,40,184,1
38,1,160.5,63.88,28.095251,85,154,27.06,18.44,11,118,4
63,0,163.8,82.31,29.10029,79,133,22.41,4.42,28,134,3
41,0,171.1,76.65,17.506643,79,119,50.62,20.42,35,243,2
33,0,177.5,67.82,28.401049,62,140,34.93,19.74,49,235,3
